geneid	length
JG24_g10153	2370
JG24_g10154	1903
JG24_g10155	1143
JG24_g10156	4985
JG24_g10157	878
JG24_g10158	2412
JG24_g10159	1771
JG24_g1016	2197
JG24_g10160	8616
JG24_g10161	1634
JG24_g10162	3262
JG24_g10163	885
JG24_g10164	896
JG24_g10165	3833
JG24_g10166	6256
JG24_g10167	2718
JG24_g10168	2552
JG24_g10169	1509
JG24_g1017	616
JG24_g10170	3778
JG24_g10171	2077
JG24_g10172	5079
JG24_g10173	600
JG24_g10174	1267
JG24_g10175	520
JG24_g10176	921
JG24_g10177	4869
JG24_g10178	4043
JG24_g10179	1157
JG24_g1018	303
JG24_g10180	7235
JG24_g10181	2138
JG24_g10182	3330
JG24_g10183	953
JG24_g10184	502
JG24_g10185	1642
JG24_g10186	3621
JG24_g10187	7368
JG24_g10188	5731
JG24_g10189	2156
JG24_g1019	1565
JG24_g10190	3801
JG24_g10191	2150
JG24_g10192	3070
JG24_g10193	4770
JG24_g10194	1170
JG24_g10195	1819
JG24_g10196	713
JG24_g10197	5741
JG24_g10198	3139
JG24_g10199	2319
JG24_g102	780
JG24_g1020	439
JG24_g10200	3200
JG24_g10201	1152
JG24_g10202	1138
JG24_g10203	1373
JG24_g10204	528
JG24_g10205	1871
JG24_g10206	887
JG24_g10207	765
JG24_g10208	970
JG24_g10209	2893
JG24_g1021	4754
JG24_g10210	316
JG24_g10211	1370
JG24_g10212	2678
JG24_g10213	2156
JG24_g10214	1029
JG24_g10215	391
JG24_g10216	489
JG24_g10217	936
JG24_g10218	3468
JG24_g10219	1800
JG24_g1022	808
JG24_g10220	1638
JG24_g10221	906
JG24_g10222	659
JG24_g10223	470
JG24_g10224	586
JG24_g10225	1639
JG24_g10226	1092
JG24_g10227	594
JG24_g10228	461
JG24_g10229	466
JG24_g1023	1869
JG24_g10230	1541
JG24_g10231	3513
JG24_g10232	5450
JG24_g10233	6278
JG24_g10234	2713
JG24_g10235	976
JG24_g10236	2418
JG24_g10237	4373
JG24_g10238	9642
JG24_g10239	764
JG24_g1024	522
JG24_g10240	225
JG24_g10241	225
JG24_g10242	3195
JG24_g10243	1416
JG24_g10244	954
JG24_g10245	2645
JG24_g10246	3146
JG24_g10247	5382
JG24_g10248	12644
JG24_g10249	1795
JG24_g1025	7796
JG24_g10250	4624
JG24_g10251	692
JG24_g10252	2481
JG24_g10253	1984
JG24_g10254	212
JG24_g10255	1533
JG24_g10256	3216
JG24_g10257	3744
JG24_g10258	2761
JG24_g10259	1970
JG24_g1026	1403
JG24_g10260	571
JG24_g10261	1580
JG24_g10262	228
JG24_g10263	4200
JG24_g10264	4400
JG24_g10265	3212
JG24_g10266	4991
JG24_g10267	1096
JG24_g10268	3340
JG24_g10269	794
JG24_g1027	609
JG24_g10270	627
JG24_g10271	1019
JG24_g10272	3153
JG24_g10273	672
JG24_g10274	640
JG24_g10275	4868
JG24_g10276	3531
JG24_g10277	2945
JG24_g10278	1743
JG24_g10279	10665
JG24_g1028	613
JG24_g10280	405
JG24_g10281	2352
JG24_g10282	4392
JG24_g10283	2640
JG24_g10284	4497
JG24_g10285	4728
JG24_g10286	2150
JG24_g10287	4870
JG24_g10288	7014
JG24_g10289	950
JG24_g1029	730
JG24_g10290	3718
JG24_g10291	4154
JG24_g10292	10827
JG24_g10293	317
JG24_g10294	4577
JG24_g10295	2957
JG24_g10296	6403
JG24_g10297	4597
JG24_g10298	294
JG24_g10299	5004
JG24_g103	4812
JG24_g1030	357
JG24_g10300	3609
JG24_g10301	211
JG24_g10302	285
JG24_g10303	6011
JG24_g10304	4056
JG24_g10305	5404
JG24_g10306	5657
JG24_g10307	3538
JG24_g10308	1691
JG24_g10309	981
JG24_g1031	948
JG24_g10310	273
JG24_g10311	2795
JG24_g10312	1048
JG24_g10313	10352
JG24_g10314	759
JG24_g10315	4174
JG24_g10316	175
JG24_g10317	586
JG24_g10318	3073
JG24_g10319	212
JG24_g1032	8660
JG24_g10320	1346
JG24_g10321	1643
JG24_g10322	1507
JG24_g10323	2356
JG24_g10324	1820
JG24_g10325	2949
JG24_g10326	1439
JG24_g10327	4618
JG24_g10328	5251
JG24_g10329	2971
JG24_g1033	569
JG24_g10330	661
JG24_g10331	4404
JG24_g10332	2910
JG24_g10333	2318
JG24_g10334	582
JG24_g10335	576
JG24_g10336	388
JG24_g10337	192
JG24_g10338	576
JG24_g10339	388
JG24_g1034	7156
JG24_g10340	192
JG24_g10341	449
JG24_g10342	9240
JG24_g10343	5094
JG24_g10344	193
JG24_g10345	2933
JG24_g10346	251
JG24_g10347	399
JG24_g10348	2432
JG24_g10349	615
JG24_g1035	1558
JG24_g10350	735
JG24_g10351	1111
JG24_g10352	2272
JG24_g10353	540
JG24_g10354	3042
JG24_g10355	1256
JG24_g10356	2794
JG24_g10357	2935
JG24_g10358	12114
JG24_g10359	4440
JG24_g1036	6179
JG24_g10360	911
JG24_g10361	941
JG24_g10362	12712
JG24_g10363	2011
JG24_g10364	2980
JG24_g10365	1024
JG24_g10366	707
JG24_g10367	162
JG24_g10368	4038
JG24_g10369	1691
JG24_g1037	2682
JG24_g10370	837
JG24_g10371	820
JG24_g10372	5096
JG24_g10373	2688
JG24_g10374	295
JG24_g10375	2228
JG24_g10376	1783
JG24_g10377	1336
JG24_g10378	2250
JG24_g10379	897
JG24_g1038	4022
JG24_g10380	1042
JG24_g10381	360
JG24_g10382	1292
JG24_g10383	2131
JG24_g10384	1120
JG24_g10385	3187
JG24_g10386	24021
JG24_g10387	2766
JG24_g10388	4876
JG24_g10389	1007
JG24_g1039	903
JG24_g10390	12038
JG24_g10391	1002
JG24_g10392	614
JG24_g10393	2697
JG24_g10394	2213
JG24_g10395	3704
JG24_g10396	1728
JG24_g10397	743
JG24_g10398	1446
JG24_g10399	2368
JG24_g104	1711
JG24_g1040	4109
JG24_g10400	2078
JG24_g10401	867
JG24_g10402	1701
JG24_g10403	2269
JG24_g10404	1009
JG24_g10405	622
JG24_g10406	1622
JG24_g10407	707
JG24_g10408	181
JG24_g10409	1007
JG24_g1041	642
JG24_g10410	1926
JG24_g10411	4197
JG24_g10412	2537
JG24_g10413	443
JG24_g10414	199
JG24_g10415	1378
JG24_g10416	1587
JG24_g10417	1838
JG24_g10418	919
JG24_g10419	2028
JG24_g1042	683
JG24_g10420	780
JG24_g10421	1825
JG24_g10422	2120
JG24_g10423	1135
JG24_g10424	714
JG24_g10425	1941
JG24_g10426	3025
JG24_g10427	747
JG24_g10428	1868
JG24_g10429	1674
JG24_g1043	5031
JG24_g10430	6027
JG24_g10431	705
JG24_g10432	329
JG24_g10433	3467
JG24_g10434	1137
JG24_g10435	964
JG24_g10436	835
JG24_g10437	1500
JG24_g10438	2334
JG24_g10439	926
JG24_g1044	568
JG24_g10440	1006
JG24_g10441	1333
JG24_g10442	203
JG24_g10443	2599
JG24_g10444	1106
JG24_g10445	3061
JG24_g10446	1182
JG24_g10447	3890
JG24_g10448	296
JG24_g10449	282
JG24_g1045	9210
JG24_g10450	1779
JG24_g10451	1765
JG24_g10452	4953
JG24_g10453	2667
JG24_g10454	977
JG24_g10455	1499
JG24_g10456	904
JG24_g10457	908
JG24_g10458	892
JG24_g10459	1055
JG24_g1046	3205
JG24_g10460	1102
JG24_g10461	445
JG24_g10462	1863
JG24_g10463	236
JG24_g10464	2776
JG24_g10465	1301
JG24_g10466	238
JG24_g10467	1379
JG24_g10468	563
JG24_g10469	1244
JG24_g1047	3011
JG24_g10470	1419
JG24_g10471	975
JG24_g10472	2912
JG24_g10473	421
JG24_g10474	2651
JG24_g10475	1834
JG24_g10476	1205
JG24_g10477	2463
JG24_g10478	4212
JG24_g10479	2372
JG24_g1048	1120
JG24_g10480	1338
JG24_g10481	1974
JG24_g10482	4050
JG24_g10483	1163
JG24_g10484	501
JG24_g10485	832
JG24_g10486	2963
JG24_g10487	2244
JG24_g10488	3818
JG24_g10489	6970
JG24_g1049	2345
JG24_g10490	3871
JG24_g10491	7103
JG24_g10492	1004
JG24_g10493	3024
JG24_g10494	1330
JG24_g10495	1877
JG24_g10496	1501
JG24_g10497	1842
JG24_g10498	217
JG24_g10499	1112
JG24_g105	1699
JG24_g1050	713
JG24_g10500	583
JG24_g10501	478
JG24_g10502	2935
JG24_g10503	2957
JG24_g10504	1661
JG24_g10505	1567
JG24_g10506	7198
JG24_g10507	1467
JG24_g10508	2406
JG24_g10509	4905
JG24_g1051	221
JG24_g10510	4769
JG24_g10511	1514
JG24_g10512	1546
JG24_g10513	1050
JG24_g10514	784
JG24_g10515	1101
JG24_g10516	259
JG24_g10517	440
JG24_g10518	835
JG24_g10519	5956
JG24_g1052	1977
JG24_g10520	2412
JG24_g10521	1634
JG24_g10522	992
JG24_g10523	8178
JG24_g10524	1134
JG24_g10525	1432
JG24_g10526	1365
JG24_g10527	2767
JG24_g10528	3262
JG24_g10529	579
JG24_g1053	8009
JG24_g10530	1896
JG24_g10531	6151
JG24_g10532	8637
JG24_g10533	2745
JG24_g10534	1802
JG24_g10535	1777
JG24_g10536	3533
JG24_g10537	5231
JG24_g10538	5233
JG24_g10539	673
JG24_g1054	641
JG24_g10540	1062
JG24_g10541	5784
JG24_g10542	7506
JG24_g10543	463
JG24_g10544	293
JG24_g10545	4943
JG24_g10546	7717
JG24_g10547	697
JG24_g10548	2820
JG24_g10549	2796
JG24_g1055	625
JG24_g10550	547
JG24_g10551	1916
JG24_g10552	1832
JG24_g10553	2810
JG24_g10554	799
JG24_g10555	368
JG24_g10556	1240
JG24_g10557	917
JG24_g10558	1663
JG24_g10559	395
JG24_g1056	2105
JG24_g10560	707
JG24_g10561	2003
JG24_g10562	2938
JG24_g10563	8350
JG24_g10564	4767
JG24_g10565	503
JG24_g10566	302
JG24_g10567	1224
JG24_g10568	9654
JG24_g10569	1616
JG24_g1057	1188
JG24_g10570	4872
JG24_g10571	6425
JG24_g10572	4477
JG24_g10573	4518
JG24_g10574	1534
JG24_g10575	1265
JG24_g10576	1467
JG24_g10577	5676
JG24_g10578	1544
JG24_g10579	3022
JG24_g1058	670
JG24_g10580	4232
JG24_g10581	179
JG24_g10582	2448
JG24_g10583	1618
JG24_g10584	2501
JG24_g10585	1792
JG24_g10586	6243
JG24_g10587	483
JG24_g10588	5379
JG24_g10589	906
JG24_g1059	969
JG24_g10590	601
JG24_g10591	2450
JG24_g10592	5421
JG24_g10593	383
JG24_g10594	250
JG24_g10595	2838
JG24_g10596	4852
JG24_g10597	3004
JG24_g10598	5057
JG24_g10599	1234
JG24_g106	1314
JG24_g1060	1643
JG24_g10600	904
JG24_g10601	2148
JG24_g10602	1800
JG24_g10603	2744
JG24_g10604	2174
JG24_g10605	1612
JG24_g10606	2316
JG24_g10607	224
JG24_g10608	645
JG24_g10609	843
JG24_g1061	1396
JG24_g10610	1258
JG24_g10611	580
JG24_g10612	1580
JG24_g10613	661
JG24_g10614	433
JG24_g10615	749
JG24_g10616	1349
JG24_g10617	1464
JG24_g10618	1396
JG24_g10619	4032
JG24_g1062	881
JG24_g10620	431
JG24_g10621	1641
JG24_g10622	427
JG24_g10623	1359
JG24_g10624	1286
JG24_g10625	5752
JG24_g10626	2570
JG24_g10627	1527
JG24_g10628	1524
JG24_g10629	889
JG24_g1063	4622
JG24_g10630	485
JG24_g10631	978
JG24_g10632	347
JG24_g10633	2869
JG24_g10634	1477
JG24_g10635	5382
JG24_g10636	3714
JG24_g10637	911
JG24_g10638	420
JG24_g10639	919
JG24_g1064	893
JG24_g10640	189
JG24_g10641	6094
JG24_g10642	4680
JG24_g10643	1676
JG24_g10644	3468
JG24_g10645	940
JG24_g10646	2004
JG24_g10647	1508
JG24_g10648	2842
JG24_g10649	1098
JG24_g1065	1247
JG24_g10650	897
JG24_g10651	1703
JG24_g10652	6000
JG24_g10653	2909
JG24_g10654	1265
JG24_g10655	1286
JG24_g10656	1313
JG24_g10657	682
JG24_g10658	234
JG24_g10659	3645
JG24_g1066	6308
JG24_g10660	3853
JG24_g10661	2469
JG24_g10662	6030
JG24_g10663	7051
JG24_g10664	1797
JG24_g10665	1066
JG24_g10666	1765
JG24_g10667	1428
JG24_g10668	1287
JG24_g10669	554
JG24_g1067	2097
JG24_g10670	2982
JG24_g10671	590
JG24_g10672	1092
JG24_g10673	517
JG24_g10674	3214
JG24_g10675	295
JG24_g10676	335
JG24_g10677	2712
JG24_g10678	2015
JG24_g10679	1062
JG24_g1068	337
JG24_g10680	1409
JG24_g10681	971
JG24_g10682	1837
JG24_g10683	951
JG24_g10684	440
JG24_g10685	1684
JG24_g10686	4662
JG24_g10687	2656
JG24_g10688	850
JG24_g10689	12305
JG24_g1069	7023
JG24_g10690	9420
JG24_g10691	4037
JG24_g10692	4379
JG24_g10693	1270
JG24_g10694	171
JG24_g10695	1249
JG24_g10696	788
JG24_g10697	803
JG24_g10698	982
JG24_g10699	884
JG24_g107	2101
JG24_g1070	263
JG24_g10700	6507
JG24_g10701	12019
JG24_g10702	696
JG24_g10703	364
JG24_g10704	971
JG24_g10705	877
JG24_g10706	772
JG24_g10707	1516
JG24_g10708	2469
JG24_g10709	2084
JG24_g1071	2821
JG24_g10710	395
JG24_g10711	1895
JG24_g10712	245
JG24_g10713	1698
JG24_g10714	2516
JG24_g10715	2469
JG24_g10716	1144
JG24_g10717	9839
JG24_g10718	352
JG24_g10719	6672
JG24_g1072	1591
JG24_g10720	1785
JG24_g10721	1724
JG24_g10722	1859
JG24_g10723	1818
JG24_g10724	934
JG24_g10725	1643
JG24_g10726	3438
JG24_g10727	926
JG24_g10728	1336
JG24_g10729	1995
JG24_g1073	2659
JG24_g10730	693
JG24_g10731	908
JG24_g10732	1155
JG24_g10733	998
JG24_g10734	3219
JG24_g10735	1033
JG24_g10736	4558
JG24_g10737	3395
JG24_g10738	1902
JG24_g10739	1085
JG24_g1074	1490
JG24_g10740	1760
JG24_g10741	1035
JG24_g10742	666
JG24_g10743	2778
JG24_g10744	2312
JG24_g10745	1091
JG24_g10746	830
JG24_g10747	2190
JG24_g10748	3496
JG24_g10749	1994
JG24_g1075	1209
JG24_g10750	3003
JG24_g10751	2957
JG24_g10752	331
JG24_g10753	5488
JG24_g10754	13833
JG24_g10755	1803
JG24_g10756	2723
JG24_g10757	268
JG24_g10758	1015
JG24_g10759	314
JG24_g1076	1482
JG24_g10760	1623
JG24_g10761	1704
JG24_g10762	1605
JG24_g10763	2085
JG24_g10764	735
JG24_g10765	510
JG24_g10766	1594
JG24_g10767	1473
JG24_g10768	2518
JG24_g10769	312
JG24_g1077	1698
JG24_g10770	1011
JG24_g10771	1822
JG24_g10772	2556
JG24_g10773	1711
JG24_g10774	5014
JG24_g10775	7926
JG24_g10776	4557
JG24_g10777	1141
JG24_g10778	1511
JG24_g10779	1341
JG24_g1078	833
JG24_g10780	514
JG24_g10781	554
JG24_g10782	554
JG24_g10783	2360
JG24_g10784	216
JG24_g10785	187
JG24_g10786	5264
JG24_g10787	2015
JG24_g10788	566
JG24_g10789	1864
JG24_g1079	1066
JG24_g10790	1433
JG24_g10791	891
JG24_g10792	2413
JG24_g10793	3106
JG24_g10794	1157
JG24_g10795	1963
JG24_g10796	2659
JG24_g10797	4116
JG24_g10798	15366
JG24_g10799	1459
JG24_g108	4790
JG24_g1080	218
JG24_g10800	194
JG24_g10801	1447
JG24_g10802	1950
JG24_g10803	6167
JG24_g10804	2053
JG24_g10805	900
JG24_g10806	340
JG24_g10807	6450
JG24_g10808	740
JG24_g10809	239
JG24_g1081	979
JG24_g10810	5427
JG24_g10811	7418
JG24_g10812	166
JG24_g10813	2879
JG24_g10814	1052
JG24_g10815	1897
JG24_g10816	3667
JG24_g10817	371
JG24_g10818	722
JG24_g10819	1920
JG24_g1082	607
JG24_g10820	1711
JG24_g10821	1692
JG24_g10822	1744
JG24_g10823	3689
JG24_g10824	706
JG24_g10825	395
JG24_g10826	1491
JG24_g10827	2542
JG24_g10828	1139
JG24_g10829	12934
JG24_g1083	3328
JG24_g10830	2414
JG24_g10831	6401
JG24_g10832	1911
JG24_g10833	1333
JG24_g10834	1880
JG24_g10835	3500
JG24_g10836	1637
JG24_g10837	3001
JG24_g10838	678
JG24_g10839	907
JG24_g1084	322
JG24_g10840	980
JG24_g10841	466
JG24_g10842	3804
JG24_g10843	968
JG24_g10844	1352
JG24_g10845	3334
JG24_g10846	2078
JG24_g10847	1925
JG24_g10848	6745
JG24_g10849	2791
JG24_g1085	3635
JG24_g10850	1260
JG24_g10851	6713
JG24_g10852	7396
JG24_g10853	2211
JG24_g10854	1368
JG24_g10855	3876
JG24_g10856	5820
JG24_g10857	1736
JG24_g10858	4811
JG24_g10859	497
JG24_g1086	9272
JG24_g10860	329
JG24_g10861	722
JG24_g10862	2163
JG24_g10863	773
JG24_g10864	921
JG24_g10865	2558
JG24_g10866	2274
JG24_g10867	1367
JG24_g10868	1293
JG24_g10869	1532
JG24_g1087	909
JG24_g10870	1688
JG24_g10871	673
JG24_g10872	1096
JG24_g10873	671
JG24_g10874	2197
JG24_g10875	1437
JG24_g10876	1464
JG24_g10877	1414
JG24_g10878	4858
JG24_g10879	331
JG24_g1088	1103
JG24_g10880	1294
JG24_g10881	1128
JG24_g10882	1449
JG24_g10883	326
JG24_g10884	574
JG24_g10885	4178
JG24_g10886	4020
JG24_g10887	1317
JG24_g10888	2301
JG24_g10889	1926
JG24_g1089	1631
JG24_g10890	2748
JG24_g10891	799
JG24_g10892	895
JG24_g10893	1019
JG24_g10894	1141
JG24_g10895	1693
JG24_g10896	3336
JG24_g10897	2158
JG24_g10898	1552
JG24_g10899	3522
JG24_g109	1196
JG24_g1090	214
JG24_g10900	1313
JG24_g10901	3109
JG24_g10902	1240
JG24_g10903	273
JG24_g10904	1133
JG24_g10905	3203
JG24_g10906	4183
JG24_g10907	3202
JG24_g10908	1112
JG24_g10909	1732
JG24_g1091	3464
JG24_g10910	3148
JG24_g10911	764
JG24_g10912	2748
JG24_g10913	243
JG24_g10914	293
JG24_g10915	1803
JG24_g10916	3282
JG24_g10917	2449
JG24_g10918	1311
JG24_g10919	3293
JG24_g1092	2618
JG24_g10920	2344
JG24_g10921	1764
JG24_g10922	669
JG24_g10923	4394
JG24_g10924	852
JG24_g10925	1026
JG24_g10926	1747
JG24_g10927	824
JG24_g10928	1486
JG24_g10929	5467
JG24_g1093	162
JG24_g10930	778
JG24_g10931	3817
JG24_g10932	883
JG24_g10933	2944
JG24_g10934	1109
JG24_g10935	1109
JG24_g10936	8583
JG24_g10937	1742
JG24_g10938	715
JG24_g10939	5098
JG24_g1094	2079
JG24_g10940	4088
JG24_g10941	2659
JG24_g10942	1271
JG24_g10943	3421
JG24_g10944	358
JG24_g10945	3691
JG24_g10946	3686
JG24_g10947	3390
JG24_g10948	5476
JG24_g10949	4234
JG24_g1095	13675
JG24_g10950	2325
JG24_g10951	5009
JG24_g10952	5703
JG24_g10953	1047
JG24_g10954	749
JG24_g10955	1199
JG24_g10956	7070
JG24_g10957	3885
JG24_g10958	656
JG24_g10959	1623
JG24_g1096	1084
JG24_g10960	3616
JG24_g10961	1954
JG24_g10962	4235
JG24_g10963	1446
JG24_g10964	634
JG24_g10965	3791
JG24_g10966	197
JG24_g10967	5104
JG24_g10968	511
JG24_g10969	6941
JG24_g1097	781
JG24_g10970	513
JG24_g10971	2072
JG24_g10972	947
JG24_g10973	387
JG24_g10974	2503
JG24_g10975	1464
JG24_g10976	297
JG24_g10977	3168
JG24_g10978	1413
JG24_g10979	3406
JG24_g1098	759
JG24_g10980	547
JG24_g10981	535
JG24_g10982	3347
JG24_g10983	3320
JG24_g10984	2372
JG24_g10985	3430
JG24_g10986	795
JG24_g10987	2776
JG24_g10988	2667
JG24_g10989	607
JG24_g1099	208
JG24_g10990	2920
JG24_g10991	1305
JG24_g10992	3192
JG24_g10993	4774
JG24_g10994	1265
JG24_g10995	603
JG24_g10996	1485
JG24_g10997	1620
JG24_g10998	1795
JG24_g10999	2581
JG24_g11	3032
JG24_g110	941
JG24_g1100	736
JG24_g11000	1760
JG24_g11001	888
JG24_g11002	1287
JG24_g11003	2190
JG24_g11004	3939
JG24_g11005	259
JG24_g11006	12456
JG24_g11007	209
JG24_g11008	2848
JG24_g11009	3731
JG24_g1101	823
JG24_g11010	962
JG24_g11011	211
JG24_g11012	3944
JG24_g11013	5654
JG24_g11014	2062
JG24_g11015	887
JG24_g11016	6507
JG24_g11017	182
JG24_g11018	199
JG24_g11019	299
JG24_g1102	1084
JG24_g11020	443
JG24_g11021	1797
JG24_g11022	5153
JG24_g11023	4458
JG24_g11024	2249
JG24_g11025	526
JG24_g11026	180
JG24_g11027	12045
JG24_g11028	965
JG24_g11029	789
JG24_g1103	2773
JG24_g11030	962
JG24_g11031	606
JG24_g11032	311
JG24_g11033	1995
JG24_g11034	2152
JG24_g11035	1737
JG24_g11036	3327
JG24_g11037	1789
JG24_g11038	1364
JG24_g11039	4371
JG24_g1104	433
JG24_g11040	2001
JG24_g11041	897
JG24_g11042	1841
JG24_g11043	2864
JG24_g11044	806
JG24_g11045	415
JG24_g11046	1266
JG24_g11047	8276
JG24_g11048	448
JG24_g11049	484
JG24_g1105	532
JG24_g11050	908
JG24_g11051	1704
JG24_g11052	2869
JG24_g11053	2838
JG24_g11054	6367
JG24_g11055	4748
JG24_g11056	2009
JG24_g11057	521
JG24_g11058	3512
JG24_g11059	3411
JG24_g1106	1417
JG24_g11060	204
JG24_g11061	3904
JG24_g11062	1456
JG24_g11063	590
JG24_g11064	3428
JG24_g11065	7782
JG24_g11066	8939
JG24_g11067	1394
JG24_g11068	1071
JG24_g11069	4015
JG24_g1107	162
JG24_g11070	565
JG24_g11071	2592
JG24_g11072	1492
JG24_g11073	2630
JG24_g11074	1231
JG24_g11075	776
JG24_g11076	1515
JG24_g11077	1076
JG24_g11078	1559
JG24_g11079	1577
JG24_g1108	244
JG24_g11080	5313
JG24_g11081	2626
JG24_g11082	6497
JG24_g11083	4467
JG24_g11084	656
JG24_g11085	929
JG24_g11086	1928
JG24_g11087	241
JG24_g11088	822
JG24_g11089	1580
JG24_g1109	2262
JG24_g11090	994
JG24_g11091	415
JG24_g11092	3660
JG24_g11093	382
JG24_g11094	506
JG24_g11095	258
JG24_g11096	1098
JG24_g11097	5755
JG24_g11098	2285
JG24_g11099	3143
JG24_g111	1761
JG24_g1110	2571
JG24_g11100	5346
JG24_g11101	3274
JG24_g11102	3549
JG24_g11103	1033
JG24_g11104	947
JG24_g11105	3128
JG24_g11106	1833
JG24_g11107	913
JG24_g11108	1826
JG24_g11109	5609
JG24_g1111	1084
JG24_g11110	2078
JG24_g11111	2505
JG24_g11112	585
JG24_g11113	616
JG24_g11114	613
JG24_g11115	1207
JG24_g11116	2003
JG24_g11117	2449
JG24_g11118	2834
JG24_g11119	2324
JG24_g1112	1130
JG24_g11120	2355
JG24_g11121	183
JG24_g11122	328
JG24_g11123	236
JG24_g11124	191
JG24_g11125	2712
JG24_g11126	3375
JG24_g11127	1289
JG24_g11128	1301
JG24_g11129	1500
JG24_g1113	2228
JG24_g11130	828
JG24_g11131	2292
JG24_g11132	2317
JG24_g11133	884
JG24_g11134	3707
JG24_g11135	2209
JG24_g11136	565
JG24_g11137	662
JG24_g11138	1691
JG24_g11139	3132
JG24_g1114	838
JG24_g11140	423
JG24_g11141	1034
JG24_g11142	681
JG24_g11143	1393
JG24_g11144	1370
JG24_g11145	579
JG24_g11146	1421
JG24_g11147	6410
JG24_g11148	5335
JG24_g11149	495
JG24_g1115	1515
JG24_g11150	1188
JG24_g11151	3671
JG24_g11152	968
JG24_g11153	1035
JG24_g11154	2679
JG24_g11155	573
JG24_g11156	2974
JG24_g11157	1766
JG24_g11158	694
JG24_g11159	1561
JG24_g1116	399
JG24_g11160	271
JG24_g11161	12518
JG24_g11162	1462
JG24_g11163	495
JG24_g11164	373
JG24_g11165	785
JG24_g11166	643
JG24_g11167	3580
JG24_g11168	379
JG24_g11169	7415
JG24_g1117	557
JG24_g11170	2074
JG24_g11171	1000
JG24_g11172	2187
JG24_g11173	2501
JG24_g11174	3680
JG24_g11175	2168
JG24_g11176	3363
