geneid	length
g10710	8433
g10711	1173
g10712	4010
g10713	2156
g10714	2437
g10715	7276
g10716	1356
g10717	2320
g10718	3888
g10719	1094
g1072	1766
g10720	621
g10721	5219
g10722	5380
g10723	3740
g10724	3468
g10726	5231
g10727	576
g10728	1834
g10729	4037
g1073	2377
g10730	3553
g10731	2774
g10732	5439
g10733	8192
g10734	1527
g10735	1374
g10736	2093
g10737	3650
g10738	2088
g10739	4348
g1074	1940
g10740	8097
g10742	7160
g10743	3822
g10744	2421
g10746	6915
g10747	1334
g10748	1094
g10749	1946
g1075	1812
g10750	4937
g10751	1132
g10752	997
g10753	1411
g10754	5257
g10755	889
g10756	1311
g10757	2398
g10758	789
g10759	722
g1076	883
g10760	4571
g10761	2119
g10762	949
g10763	2368
g10764	5594
g10765	1524
g10766	2385
g10767	1948
g10768	1291
g10769	5707
g1077	4660
g10770	3016
g10771	8353
g10772	2263
g10773	3144
g10774	3019
g10775	1823
g10776	1226
g10777	8370
g10778	3415
g10779	3798
g1078	2080
g10780	3053
g10782	2512
g10783	525
g10784	3724
g10785	2965
g10788	3773
g10789	3159
g1079	1475
g10790	2216
g10791	1192
g10792	2595
g10793	1870
g10794	1308
g10795	845
g10796	1029
g10797	1681
g10798	3323
g10799	1954
g1080	1436
g10800	1411
g10801	1550
g10802	4993
g10803	1418
g10804	4005
g10805	11572
g10806	8251
g10807	1470
g10808	2100
g10809	2357
g1081	7979
g10810	1406
g10813	3970
g10814	2336
g10815	3007
g10816	1302
g10817	4138
g10818	1588
g10819	891
g1082	1611
g10820	1712
g10821	4691
g10822	2979
g10823	1987
g10824	1739
g10825	1068
g10826	3890
g10827	3711
g10828	2064
g10829	1302
g1083	1960
g10830	3542
g10831	3460
g10832	2244
g10833	6151
g10834	3048
g10835	5003
g10836	4756
g10837	3330
g10838	3358
g10839	981
g1084	1188
g10840	502
g10841	558
g10842	2098
g10843	1334
g10844	2216
g10845	4040
g10846	1705
g10847	1163
g10848	300
g10849	618
g1085	1148
g10850	2421
g10851	1735
g10852	9848
g10853	622
g10854	2213
g10855	2535
g10856	971
g10857	3179
g10858	1088
g10859	7135
g1086	1731
g10860	7164
g10861	1636
g10862	2652
g10863	5172
g10864	3211
g10865	854
g10866	3174
g10867	9660
g10868	2032
g10869	3279
g1087	3076
g10870	1135
g10871	2595
g10872	3528
g10873	4167
g10875	6654
g10876	9031
g10877	2407
g10878	1827
g10879	3833
g10880	3287
g10881	1424
g10882	6020
g10883	754
g10884	4949
g10885	5407
g10886	3017
g10887	2619
g10888	3661
g10889	3668
g1089	3238
g10890	978
g10891	1026
g10892	2377
g10893	3021
g10894	8635
g10895	6567
g10896	8029
g10898	2368
g10899	978
g109	2957
g1090	2218
g10900	4408
g10901	1024
g10902	2002
g10904	1202
g10906	3830
g10907	6181
g10908	2759
g10909	4341
g1091	2650
g10910	6951
g10911	990
g10912	6287
g10913	2454
g10916	4755
g10917	3062
g10918	2574
g10919	6236
g1092	2836
g10920	1043
g10921	580
g10923	6003
g10924	2319
g10925	2164
g10926	2082
g10927	2675
g10929	2936
g1093	3453
g10930	3862
g10931	8174
g10932	2545
g10933	1439
g10934	1451
g10935	4087
g10936	1935
g10937	990
g10938	6548
g10939	2224
g1094	6341
g10940	4638
g10941	2903
g10942	994
g10943	1191
g10944	8026
g10945	1833
g10946	2110
g10947	1070
g10948	1666
g10949	2352
g1095	1714
g10950	4038
g10951	1174
g10952	3637
g10953	4170
g10954	5751
g10955	3638
g10956	4096
g10957	6060
g10958	2488
g10959	6910
g1096	1473
g10960	5846
g10961	3689
g10962	2632
g10963	1232
g10964	3389
g10965	1463
g10966	2004
g10967	992
g10968	1393
g10969	1431
g1097	2374
g10970	2132
g10971	3326
g10973	889
g10974	2737
g10975	6117
g10976	2314
g10978	7928
g10979	3594
g1098	4343
g10980	2452
g10981	1530
g10982	4162
g10983	5876
g10984	1340
g10985	5474
g10986	13873
g10987	2165
g10988	3078
g10989	935
g1099	4141
g10990	14088
g10991	3054
g10992	3439
g10993	7808
g10995	1126
g10996	1467
g10997	1069
g10998	995
g10999	2788
g11	2232
g1100	1189
g11000	2568
g11001	2349
g11002	2402
g11003	2898
g11005	3228
g11006	5951
g11007	2504
g11008	7701
g11009	819
g1101	1299
g11010	1653
g11011	2311
g11012	17132
g11013	1996
g11014	2463
g11015	1269
g11016	1114
g11017	1922
g11018	4984
g11019	3620
g1102	2324
g11020	7634
g11021	2044
g11022	4339
g11023	1057
g11024	6063
g11025	3364
g11026	2451
g11027	2316
g11028	1693
g11029	4051
g1103	4154
g11030	1235
g11031	2027
g11032	1390
g11033	1769
g11034	1937
g11035	6328
g11036	1510
g11037	10289
g11038	1458
g11039	3879
g1104	3980
g11040	3122
g11041	1106
g11042	5444
g11043	3389
g11044	2065
g11045	2406
g11046	5248
g11047	1327
g11048	2236
g1105	2673
g11050	1812
g11051	1947
g11052	2353
g11053	910
g11054	3224
g11055	2200
g11056	3234
g11057	2040
g11058	5390
g11059	1698
g1106	3264
g11060	5576
g11061	3351
g11062	1352
g11063	3011
g11064	5342
g11065	2407
g11066	3616
g11067	1555
g11068	6153
g11069	3420
g1107	5004
g11070	2818
g11071	2977
g11072	1176
g11073	2098
g11074	5862
g11075	3466
g11077	1532
g11078	1414
g11079	3857
g1108	2118
g11080	1391
g11081	2850
g11082	1018
g11083	1156
g11084	1618
g11085	883
g11086	1425
g11087	1656
g11088	1316
g11089	1352
g1109	3046
g11090	1035
g11091	2814
g11093	3138
g11094	2775
g11095	2428
g11096	5594
g11097	7564
g11098	749
g11099	3894
g1110	1254
g11100	1432
g11101	1920
g11102	556
g11103	2004
g11104	1353
g11105	1021
g11106	1140
g11107	11206
g11108	1164
g11109	1936
g1111	6353
g11110	935
g11111	2548
g11112	1096
g11113	1934
g11114	1309
g11115	1874
g11116	999
g11117	1395
g11118	778
g11119	2276
g1112	1238
g11120	1412
g11121	11720
g11122	2608
g11123	4240
g11124	2877
g11125	4850
g11126	2510
g11127	2345
g11128	934
g11129	2694
g1113	9866
g11130	1860
g11131	1753
g11132	2115
g11133	11040
g11134	1504
g11135	4153
g11136	7324
g11137	4714
g11138	5371
g11139	2761
g1114	1614
g11140	2653
g11141	4995
g11142	4328
g11143	2494
g11144	2123
g11145	1142
g11146	534
g11147	2039
g11148	1296
g11149	2063
g1115	5851
g11150	9471
g11151	1193
g11152	2316
g11153	1953
g11154	1748
g11155	1059
g11156	989
g11157	1960
g11158	1949
g11159	991
g1116	1025
g11160	6642
g11161	3170
g11162	1455
g11163	4405
g11164	1147
g11165	2395
g11166	858
g11167	1886
g11169	6228
g1117	808
g11170	4243
g11171	1555
g11172	1415
g11173	2614
g11174	2746
g11175	674
g11176	1925
g11177	1894
g11178	1133
g11179	2638
g1118	1955
g11180	9140
g11181	3989
g11182	1690
g11183	1103
g11184	3437
g11185	2039
g11186	2053
g11187	4701
g11188	3896
g11189	700
g1119	1657
g11190	2652
g11191	3086
g11192	4692
g11193	5002
g11194	1896
g11195	4686
g11196	5155
g11197	5297
g11198	1961
g11199	634
g1120	1521
g11201	624
g11202	1725
g11203	2631
g11204	5603
g11205	634
g11206	2795
g11207	1700
g11208	1244
g11209	4406
g1121	1227
g11210	4514
g11211	4245
g11212	3270
g11213	1480
g11214	3412
g11215	504
g11216	4191
g11217	4123
g11218	1192
g11219	4583
g1122	1643
g11220	3165
g11221	1184
g11222	1806
g11223	4337
g11224	3109
g11225	1430
g11226	1518
g11227	1811
g11228	3498
g11229	2027
g1123	1737
g11230	1020
g11231	2299
g11232	2365
g11233	1292
g11234	3104
g11235	1431
g11236	3635
g11237	1668
g11238	2234
g11239	2925
g1124	1566
g11240	2479
g11241	2060
g11242	10043
g11243	6863
g11244	2097
g11245	5090
g11246	8005
g11247	2736
g11248	1096
g11249	1881
g1125	1727
g11250	1747
g11251	2483
g11252	6949
g11253	2056
g11254	1161
g11255	1317
g11256	1769
g11257	4458
g11258	4952
g11259	2546
g1126	3984
g11260	1402
g11261	1773
g11262	1503
g11263	1568
g11264	1031
g11265	3564
g11267	1073
g11268	2457
g11269	2087
g1127	1365
g11270	10019
g11271	2267
g11272	849
g11273	10204
g11274	1771
g11275	1091
g11277	564
g11278	961
g11279	2154
g11280	4924
g11281	9513
g11282	4985
g11283	3598
g11284	3074
g11285	1719
g11286	1417
g11287	2773
g11288	5396
g11289	1652
g1129	1896
g11290	1313
g11291	3174
g11292	2479
g11293	1366
g11294	1267
g11295	4949
g11297	790
g11298	1854
g11299	1547
g113	2347
g1130	4881
g11300	1580
g11301	9213
g11302	2392
g11303	1438
g11305	5647
g11306	4914
g11307	4531
g11308	4665
g11309	2066
g1131	5315
g11310	2846
g11311	1206
g11312	5248
g11313	2036
g11314	8910
g11315	1105
g11316	3493
g11317	3327
g11318	1214
g11319	1498
g1132	5317
g11320	1384
g11321	3383
g11322	4178
g11323	3827
g11324	1452
g11325	2066
g11326	2335
g11327	1565
g11328	1787
g11329	2562
g1133	7718
g11330	10455
g11331	1350
g11332	26470
g11333	1452
g11334	878
g11335	10225
g11336	4451
g11337	6046
g11338	1062
g11339	2727
g1134	4483
g11340	1267
g11341	3434
g11342	2013
g11343	3308
g11344	2491
g11345	2869
g11346	6868
g11347	607
g11348	2519
g11349	12791
g11350	925
g11351	1191
g11352	12136
g11353	3020
g11354	5725
g11355	1832
g11356	2153
g11357	10350
g11358	1770
g11359	836
g1136	3168
g11360	3178
g11361	1241
g11362	1266
g11363	1480
g11364	1668
g11366	7440
g11367	2311
g11368	3450
g11369	6774
g11370	1963
g11371	2069
g11373	2037
g11374	2156
g11375	1946
g11376	2989
g11377	1160
g11378	2938
g11379	1739
g11380	2654
g11381	4324
g11382	6060
g11383	2899
g11384	2362
g11385	4752
g11386	9966
g11387	2404
g11388	3512
g11389	3608
g1139	2118
g11390	1702
g11391	1340
g11392	1264
g11393	911
g11394	2072
g11395	3716
g11396	4033
g11397	1136
g11398	1487
g11399	904
g1140	2808
g11400	2805
g11401	1229
g11402	2333
g11403	2923
g11404	2082
g11405	2282
g11406	2009
g11407	6415
g11408	1260
g11409	3885
g1141	1004
g11410	3384
g11411	1118
g11412	3777
g11413	7699
g11414	6082
g11415	2219
g11416	5910
g11417	4015
g11418	1389
g11419	1682
g1142	2623
g11420	577
g11421	1484
g11423	4906
g11424	4252
g11425	1244
g11426	5370
g11427	3467
g11428	2542
g11429	1413
g11430	1614
g11431	2959
g11432	10539
g11433	1060
g11434	1048
g11435	2751
g11436	1085
g11437	1948
g11438	2017
g11439	4687
g11440	3301
g11441	6402
g11442	1153
g11443	1830
g11444	2940
g11445	2867
g11446	1123
g11447	4009
g11448	1424
g11449	1917
g1145	1563
g11450	766
g11451	1012
g11453	1739
g11454	798
g11455	1081
g11456	6005
g11457	2934
g11458	1725
g11459	3454
g1146	583
g11460	2886
g11461	1176
g11462	1715
g11463	5897
g11464	1794
g11465	2552
g11466	4702
g11467	8242
g11468	1515
g11469	1739
g1147	3273
g11470	2352
g11471	3683
g11474	2817
g11475	418
g11476	3225
g11477	1561
g11478	1333
g11479	2300
g11480	1865
g11481	2839
g11482	1860
g11483	1961
g11484	1641
g11485	2708
g11486	1572
g11487	1457
g11488	3067
g11489	2321
g1149	2336
g11490	3608
g11491	636
g11492	1069
g11493	1302
g11494	8899
g11495	2328
g11496	1489
g11497	1040
g11498	2151
g11499	4003
g1150	3214
g11500	6450
g11501	3772
g11502	3109
g11503	2358
g11504	2908
g11505	4409
g11506	2037
g11507	3938
g11508	2975
g11509	2161
g1151	2585
g11510	2055
g11512	7567
g11513	3516
g11514	2029
g11515	4176
g11516	4415
g11517	4493
g11518	2264
g11519	1899
g1152	1999
g11520	1675
g11521	2546
g11522	2877
g11523	5597
g11524	2676
g11525	5443
g11526	1587
g11528	2038
g11529	3139
g1153	815
g11530	3107
g11531	2754
g11532	4312
g11533	5611
g11534	2215
g11535	11952
g11536	985
g11537	1037
g11538	996
g11539	4320
g1154	577
g11540	4873
g11541	1812
g11542	3437
g11543	2091
g11544	15441
g11545	3641
g11546	1745
g11547	2981
g11548	3041
g11549	13338
g1155	960
g11550	6836
g11551	1635
g11552	4743
g11553	1628
g11554	1128
g11555	2705
g11556	4025
g11558	941
g11559	1939
g1156	4369
g11560	890
g11561	1030
g11562	1607
g11563	1530
g11564	994
g11565	1512
g11566	6549
g11567	1631
g11568	1885
g11569	2211
g1157	1647
g11570	3669
g11571	1493
g11572	4231
g11573	3631
g11574	1869
g11575	665
g11576	8849
g11577	3254
g11578	9698
g11579	1933
g1158	2880
g11580	6172
g11581	3153
g1159	2348
g11592	2372
g11597	7402
g11598	2638
g11599	883
g116	584
g1160	3684
g11600	1425
g11601	2170
g11602	1857
g11603	1534
g11604	1487
g11605	1909
g11606	3082
g11607	1589
g11608	1791
g11609	4778
g1161	2274
g11610	1165
g11611	2026
g11612	15890
g11613	4907
g11614	2841
g11615	4237
g11616	1626
g11617	1109
g11618	2230
g11619	1289
g11620	4979
g11621	1220
g11622	12869
g11624	1814
g11625	1476
g11626	10994
g11627	6129
g11628	2012
g11629	1645
g1163	1947
g11630	1788
g11631	1896
g11632	4090
g11633	1571
g11634	2853
g11635	1556
g11636	1295
g11637	2518
g11638	1244
g11639	1937
g1164	2809
g11640	999
g11641	1166
g11642	1335
g11643	2056
g11644	4786
g11645	2723
g11646	3764
g11647	1403
g11648	2238
g11649	3767
g1165	4633
g11650	739
g11651	2361
g11652	1544
g11653	1190
g11654	1451
g11655	10184
g11656	878
g11657	1130
g11658	1644
g11659	2411
g1166	4211
g11660	3155
g11661	5751
g11662	5401
g11663	10877
g11664	1469
g11665	1540
g11666	5445
g11667	6265
g11668	14074
g11669	3304
g1167	1447
g11670	12684
g11671	601
g11672	7961
g11673	3887
g11674	4255
g11675	1750
g11677	2913
g11678	1677
g11679	2657
g1168	1920
g11680	1335
g11681	1810
g11682	2009
g11683	2915
g11684	1192
g11685	6682
g11686	2679
g11687	1809
g11688	4485
g11689	3277
g1169	2864
g11690	1457
g11691	4683
g11692	5912
g11693	3079
g11694	1474
g11695	1883
g11696	3085
g11698	2266
g11699	2610
g1170	1542
g11700	10828
g11701	769
g11702	2431
g11703	1869
g11704	3273
g11705	7377
g11706	5141
g11707	2565
g11708	5805
g11709	2135
g1171	1677
g11710	2489
g11711	5096
g11712	5126
g11713	4767
g11714	6752
g11715	5861
g11716	6220
g11717	1955
g11718	3330
g11719	3548
g1172	13370
g11720	5712
g11721	5946
g11723	2612
g11724	1551
g11725	3270
g11726	2962
g11727	4241
g11728	2357
g11729	1931
g1173	1261
g11730	1653
g11731	7467
g11732	1044
g11734	4148
g11735	5968
g11736	6142
g11737	14567
g11738	4435
g11739	9371
g1174	2095
g11740	3179
g11741	2047
g11742	2896
g11743	1832
g11744	5711
g11745	4798
g11746	6050
g11747	4236
g11748	2999
g11749	579
g1175	2207
g11750	6109
g11751	5746
g11752	6300
g11753	6964
g11754	2440
g11755	1045
g11756	3172
g11757	1763
g11758	3283
g11759	2662
g1176	2623
g11760	3513
g11761	2936
g11763	2107
g11764	4566
g11765	2778
g11766	3918
g11767	2138
g11768	2053
g11769	5430
g11770	5029
g11771	2030
g11772	1799
g11773	1192
g11774	2185
g11775	2142
g11776	2112
g11777	856
g11778	5915
g11779	4216
g1178	1869
g11781	3868
g11782	15828
g11783	3043
g11784	2891
g11785	942
g11786	7738
g11787	1667
g11788	2103
g11789	2495
g1179	3061
g11790	1104
g11791	1774
g11792	1122
g11793	3624
g11794	6011
g11795	2072
g11797	2980
g11798	3928
g118	854
g11800	1710
g11801	2894
g11802	7239
g11805	2442
g11806	5396
g11808	6017
g11809	4534
g1181	1867
g11810	1241
g11812	4771
g11813	2004
g11814	1177
g11815	2955
g11816	2568
g11817	1940
g11819	2177
g1182	2147
g11820	975
g11822	5225
g11823	3570
g11824	1577
g11825	1189
g11826	751
g11827	13553
g11828	1141
g11829	1269
g1183	3031
g11830	2599
g11831	2618
g11832	1495
g11833	3463
g11834	2265
g11835	3807
g11836	3134
g11837	1450
g11838	3033
g11839	1657
g1184	469
g11841	1581
g11842	4652
g11843	4251
g11844	1859
g11845	5088
g11846	2950
g11847	4528
g11848	1777
g11849	3373
g1185	1570
g11850	1921
g11851	2613
g11852	6506
g11853	2739
g11854	2946
g11855	2554
g11856	6234
g11857	2725
g11858	2982
g1186	8000
g11860	3061
g11861	2677
g11863	3112
g11864	12931
g11865	592
g11866	873
g11867	11944
g11868	15501
g1187	4984
g11870	8998
g11871	1720
g11872	11081
g11873	1581
g11877	1057
g11878	2124
g11879	2273
g1188	1834
g11880	981
g11881	1380
g11882	4110
g11883	1292
g11884	734
g11885	1952
g11886	966
g11887	902
g1189	2987
g11890	1982
g11891	1930
g11892	3483
g11893	5202
g11894	1024
g11895	2476
g11896	941
g11897	2950
g11898	1170
g11899	1294
g119	3330
g1190	2106
g11900	1452
g11901	2292
g11902	4889
g11903	8207
g11904	5503
g11905	3977
g11906	2256
g11907	1900
g11908	2296
g11909	1281
g1191	1962
g11910	947
g11911	15088
g11912	1812
g11913	1330
g11914	4985
g11915	1759
g11916	1996
g11917	2408
g11918	1015
g1192	3022
g11926	6298
g11927	1690
g11928	8743
g11929	6879
g11930	2502
g11936	1544
g11937	933
g1194	6168
g11940	999
g11942	8840
g11943	468
g11946	3402
g11947	1450
g11948	4576
g1195	1947
g11950	6619
g11951	1773
g11952	2206
g11953	2804
g11955	2106
g11956	4345
g11958	832
g11959	3571
g1196	1576
g11960	6776
g11962	2025
g11963	2261
g11964	2138
g11967	2356
g11968	1619
g11969	3835
g1197	3204
g11970	990
g11972	1717
g11973	3861
g11974	773
g11975	1597
g11976	2821
g11977	2250
g11978	2865
g11979	2918
g1198	9436
g11980	3034
g11981	2252
g11982	1066
g11983	8303
g11984	4758
g11985	2658
g11986	3244
g11987	6360
g11988	7260
g11989	514
g11990	1307
g11991	4547
g11992	3875
g11993	5857
g11994	2507
g11995	1290
g11996	3206
g11997	1094
g11998	3537
g11999	2248
g12	3429
g1200	3795
g12000	1039
g12005	1627
g12006	1064
g12007	2646
g12008	3567
g1201	3349
g12010	5464
g12011	9090
g12012	2484
g12013	1981
g12014	15232
