geneid	length
g10881	5604
g10882	2488
g10883	1696
g10884	1530
g10885	4894
g10886	2010
g10887	2576
g10888	5108
g10889	3731
g1089	4427
g10890	3711
g10891	6840
g10892	875
g10894	1789
g10895	1181
g10896	4271
g10897	2368
g10898	1469
g10899	1897
g109	1057
g1090	5932
g10900	949
g10901	2084
g10902	2349
g10903	2643
g10904	3704
g10907	3873
g10909	1856
g10910	1685
g10911	2041
g10912	3044
g10913	5491
g10914	1630
g10917	3098
g10918	4553
g10919	2404
g10920	11953
g10921	13336
g10922	499
g10923	3834
g10924	1571
g10925	1020
g10926	1032
g10927	2445
g10928	2574
g10929	1977
g1093	989
g10930	1974
g10931	1704
g10932	3152
g10933	7671
g10934	1755
g10935	1619
g10936	2053
g10937	2368
g10938	2322
g10939	4194
g1094	6823
g10940	2079
g10941	2551
g10942	5339
g10943	6442
g10945	3654
g10946	2444
g10947	2621
g10948	5821
g10949	2687
g1095	8521
g10950	2349
g10951	1744
g10952	7213
g10953	3810
g10954	2611
g10955	2988
g10956	1993
g10957	1991
g10958	2576
g10959	12636
g1096	2697
g10960	2358
g10961	6846
g10962	1148
g10963	5843
g10964	2199
g10965	3228
g10966	1918
g10967	4679
g10968	1748
g10969	2042
g1097	1287
g10970	1150
g10972	4479
g10973	664
g10974	7667
g10975	7982
g10977	1522
g10978	3843
g10979	3978
g1098	2669
g10980	1579
g10981	2034
g10982	2703
g10983	2353
g10984	5231
g10985	1118
g10986	2396
g10987	720
g10988	3926
g10989	1555
g1099	2004
g10990	7186
g10991	1902
g10992	6773
g10993	1186
g10994	1554
g10995	1221
g10996	1070
g10997	1684
g10998	1171
g10999	720
g11	2090
g110	2334
g1100	1289
g11000	5175
g11001	1956
g11002	4269
g11003	2405
g11004	2154
g11006	2601
g11007	1607
g11008	2667
g11009	2257
g1101	10320
g11010	1918
g11011	3418
g11012	13674
g11013	2643
g11014	756
g11015	6207
g11016	3447
g11017	1191
g11018	2711
g11019	1718
g1102	2009
g11020	3341
g11021	2082
g11022	2535
g11023	2640
g11024	5398
g11025	2248
g11026	9275
g11027	8983
g11028	7462
g11029	1648
g1103	1811
g11030	1950
g11031	2776
g11032	1401
g11033	1679
g11034	697
g11035	2151
g11036	3011
g11037	1611
g11038	1209
g11039	2485
g1104	1751
g11040	4210
g11041	1019
g1105	2562
g11055	2085
g11056	4880
g11057	1892
g11058	1450
g11059	4454
g1106	2718
g11060	2919
g11061	5520
g11062	2797
g11063	1865
g11064	1507
g11065	2619
g11066	10500
g11067	2265
g11068	3213
g11069	2546
g1107	1872
g11070	4435
g11071	1781
g11072	1514
g11073	4716
g11074	1246
g11075	2673
g11076	2402
g11077	1771
g11078	3417
g11079	3503
g1108	2711
g11080	3390
g11081	1047
g11082	3267
g11083	2164
g11084	785
g11085	2140
g11086	1295
g11087	1153
g11088	8101
g11089	2991
g1109	1646
g11090	1150
g11091	2324
g11092	2270
g11093	1060
g11094	9368
g11095	2197
g11096	5680
g11097	1266
g11098	2947
g11099	2908
g111	2592
g1110	2843
g11100	2367
g11101	1291
g11102	1039
g11103	2805
g11104	1462
g11105	1782
g11106	3585
g11107	1557
g11108	8156
g11109	2561
g1111	2025
g11110	9412
g11111	1465
g11112	538
g11113	2668
g11114	3807
g11115	3216
g11116	2338
g11117	4488
g11118	1232
g11119	7304
g1112	1920
g11123	6600
g11124	1923
g11125	3249
g11126	5983
g11127	6569
g11128	2479
g11129	976
g1113	2022
g11130	4039
g11131	4369
g11132	1790
g11133	2073
g11134	5880
g11135	1096
g11136	3597
g11137	2547
g11138	2466
g11139	4373
g1114	2369
g11140	4995
g11141	1872
g11142	3156
g11143	1309
g11144	8273
g11145	3469
g11146	6345
g1115	2946
g11150	6381
g11151	1983
g11152	2548
g11153	2418
g11154	2683
g11155	1206
g11156	3638
g11157	2236
g11158	1221
g11159	5768
g1116	1377
g11160	5122
g11161	2346
g11162	2216
g11163	2785
g11166	2197
g11167	4260
g11168	2096
g11169	1522
g1117	2090
g11170	9853
g11171	2636
g11172	2097
g11173	4287
g11174	8548
g11175	1432
g11176	3108
g11177	1864
g11178	3058
g11179	3966
g1118	1221
g11180	1804
g11181	2135
g11182	3040
g11183	6267
g11184	1935
g11185	1640
g11186	2380
g11187	5959
g11188	1002
g11189	8323
g1119	5105
g11190	3794
g11191	2883
g11192	2467
g11193	1926
g11194	4649
g11195	8907
g11196	2256
g11197	1847
g11198	3264
g11199	1804
g112	2707
g1120	3825
g11200	8668
g11201	8920
g11202	1925
g11203	1488
g11204	2491
g11205	7613
g11206	4210
g11207	4017
g11208	2578
g11209	1981
g1121	2238
g11210	965
g11211	1264
g11212	3870
g11213	643
g11214	1875
g11215	915
g11216	2965
g11217	1945
g11218	1289
g11219	22350
g1122	1017
g11220	1573
g11221	3469
g11222	1405
g11223	7328
g11224	1198
g11225	4669
g11226	1555
g11227	8885
g11228	4101
g11229	3643
g1123	2381
g11231	2020
g11232	2404
g11233	1086
g11234	1383
g11235	1928
g11236	10953
g11237	3937
g11238	955
g11240	1091
g11242	1669
g11243	8722
g11244	2993
g11245	2205
g11246	3548
g11247	3980
g1125	2025
g11250	2326
g11251	1371
g11252	8898
g11253	5451
g11254	1733
g11255	1425
g11256	6726
g11257	1092
g1126	2544
g11260	2481
g11261	4657
g11262	2417
g11263	1970
g11264	1991
g11265	2848
g11266	5565
g11267	1090
g11268	8480
g11269	2569
g11271	1433
g11272	3049
g11273	7337
g11274	3429
g11275	2135
g11276	2792
g11277	4933
g11278	5007
g11279	1815
g11280	2248
g11281	2996
g11282	738
g11283	5227
g11284	1707
g11285	1946
g11286	3120
g11287	1982
g11288	2864
g11289	1852
g11291	1242
g11292	750
g11293	6460
g11294	697
g11296	5095
g11297	910
g11298	4092
g11299	1109
g113	3472
g11301	1476
g11302	2525
g11303	1510
g11304	1762
g11305	13202
g11306	2766
g11307	5427
g11308	3343
g11309	2807
g11311	3085
g11312	4086
g11313	2802
g11314	3044
g11322	1333
g11323	1463
g11324	1836
g11325	3120
g11326	1487
g11327	3633
g11328	1066
g11329	2339
g11330	4180
g11331	4623
g11332	12930
g11333	5149
g11334	7503
g11335	1973
g11336	2512
g11337	13899
g11338	2151
g11339	3805
g11340	1683
g11341	1159
g11342	1843
g11343	4952
g11344	2927
g11345	1300
g11346	6798
g11347	4329
g11348	2238
g11349	6740
g1135	2728
g11350	3416
g11351	812
g11352	2507
g11353	3605
g11354	3266
g11355	2667
g11357	1791
g11358	1810
g11359	4287
g11360	1753
g11361	3958
g11362	4522
g11363	6371
g11364	15035
g11365	3803
g11366	5976
g11367	1687
g11368	12831
g11369	3412
g11370	2672
g11371	1995
g11372	3727
g11373	3456
g11374	5661
g11375	1863
g11376	1904
g11377	4564
g11378	3279
g11379	1246
g11380	1732
g11385	2672
g11387	3814
g11388	1889
g11389	1550
g11390	2646
g11391	1547
g11392	1002
g11393	3191
g11394	1170
g11395	1568
g11396	3574
g11397	3392
g11399	1009
g114	2050
g11400	2091
g11401	2623
g11402	2040
g11403	1968
g11404	3330
g11405	1477
g11406	2376
g11407	2923
g11408	1898
g11409	1530
g11410	6347
g11411	1060
g11412	1434
g11413	4500
g11414	1906
g11415	1121
g11416	2663
g11417	1846
g11418	1756
g11419	2175
g11421	1739
g11422	2276
g11423	3414
g11424	2238
g11425	3639
g11426	2125
g11427	4420
g11428	1065
g11429	2947
g11430	2488
g11431	6016
g11432	3454
g11433	873
g11434	2386
g11435	2059
g11436	1024
g11437	2272
g11438	1802
g11439	2483
g11440	2761
g11441	4349
g11442	1518
g11443	2348
g11444	1259
g11445	2302
g11446	2006
g11447	1677
g11448	4092
g11449	1282
g11450	3474
g11451	2513
g11452	2679
g11453	2217
g11454	3616
g11455	5622
g11456	3442
g11457	2837
g11458	481
g11460	2479
g11461	3223
g11463	1760
g11464	2200
g11465	7858
g11466	2406
g11467	1915
g11468	3386
g11469	1312
g11470	4856
g11471	1693
g11472	2752
g11473	3775
g11474	2438
g11475	2478
g11476	4196
g11477	1424
g11478	4218
g11479	2647
g11480	2411
g11481	3002
g11482	1425
g11483	3587
g11484	3596
g11485	2268
g11486	3677
g11488	3384
g11489	2697
g1149	5649
g11490	1615
g11491	2660
g11492	7378
g11493	7434
g11494	5298
g11495	1126
g11496	12152
g11497	981
g11498	1652
g11499	4058
g115	2209
g1150	2515
g11500	5835
g11501	6558
g11502	1064
g11503	2767
g11504	9425
g11505	1912
g11506	2923
g11507	2988
g11508	2040
g11509	2460
g1151	1796
g11510	4595
g11511	1305
g11512	1599
g11513	2657
g11514	4471
g11515	7530
g11516	1256
g11517	843
g11518	2041
g11519	1901
g1152	3816
g11521	2699
g11522	1022
g11529	4099
g1153	9868
g11530	1465
g11531	7923
g11532	2023
g11533	2728
g11534	9656
g11535	2110
g11536	4035
g11537	1514
g11538	7081
g11539	2536
g1154	2599
g11540	4575
g11541	2127
g11542	2020
g11543	5094
g11544	1361
g11546	2581
g11547	1795
g11548	1865
g11549	3772
g1155	1551
g11550	3086
g11551	2369
g11552	1490
g11553	2840
g11554	3660
g11555	3116
g11556	5886
g11557	5894
g11558	1807
g11559	3757
g1156	2718
g11560	1100
g11561	1816
g11562	1653
g11563	2450
g11564	3376
g11565	2892
g11568	3380
g11569	4475
g1157	3070
g11570	2698
g11571	1883
g11572	4259
g11573	6345
g11574	7021
g11575	1601
g11576	1578
g11577	3291
g11578	2543
g11579	2902
g1158	2609
g11580	894
g11581	2345
g11582	1642
g11583	494
g11584	3836
g11585	5902
g11586	1257
g11587	7328
g11588	7742
g11589	3339
g1159	2135
g11590	8492
g11594	2224
g11595	1686
g11596	3245
g11597	6997
g11598	1951
g11599	1832
g116	1908
g1160	9434
g11600	2874
g11601	7386
g11602	6154
g11603	2529
g11604	6069
g11605	3040
g11606	534
g11607	3101
g11608	3515
g11609	2853
g1161	2663
g11610	1728
g11611	732
g11612	905
g11613	1199
g11614	2002
g11615	1569
g11616	2210
g11617	3531
g11618	2095
g11619	1935
g1162	6732
g11620	3582
g11621	2505
g11622	1762
g11623	970
g11624	1474
g11625	2806
g11626	3877
g11627	2629
g11628	2344
g11629	2217
g1163	1986
g11630	5398
g11631	1487
g11632	2416
g11633	5516
g11636	2000
g11637	1803
g11638	1795
g11639	1831
g1164	3907
g11640	1682
g11641	1498
g11642	1509
g11643	2293
g11644	3865
g11645	5562
g11646	3115
g11647	2307
g11648	3753
g11649	1405
g11650	2759
g11651	2951
g11652	4622
g11653	3530
g11654	2759
g11655	4292
g11656	3596
g11657	3073
g11658	2367
g11659	2989
g1166	5040
g11660	6414
g11661	3750
g11662	3122
g11663	5429
g11664	3890
g11665	3846
g11666	3935
g11667	1802
g11668	2678
g11669	3254
g1167	1681
g11670	6309
g11671	2383
g11672	3708
g11673	2413
g11674	5831
g11675	8844
g11676	7196
g11677	1121
g11678	715
g11679	3290
g1168	1309
g11680	1710
g11681	2135
g11682	3375
g11685	6096
g11686	3034
g11687	2915
g11688	3112
g11689	1779
g1169	1529
g11690	1875
g11691	4134
g11692	2001
g11693	3902
g11694	2050
g11695	1242
g11696	2673
g11697	1893
g11698	1889
g11699	1893
g117	5134
g1170	784
g11700	1888
g11701	1884
g11702	6206
g11703	1774
g11704	6477
g11705	2071
g11706	5007
g11707	12720
g11708	2258
g11709	1531
g1171	2396
g11710	2164
g11711	5070
g11712	5854
g11713	7216
g11714	2352
g11715	3666
g11717	9146
g11718	4602
g11719	4326
g1172	2098
g11720	1003
g11721	3003
g11722	1872
g11723	4758
g11724	4906
g11725	3129
g11726	6911
g11727	7747
g11728	5049
g11729	5592
g1173	2298
g11730	1894
g11731	1543
g11732	1987
g11733	5601
g11734	1723
g11735	1323
g11736	2835
g11737	2344
g11738	1214
g11739	1317
g1174	2015
g11740	5105
g11741	2363
g11742	728
g11743	2033
g11744	1385
g11745	1472
g11746	4609
g11747	6870
g11748	5470
g11749	13036
g1175	2145
g11750	1749
g11751	3224
g11752	1204
g11753	2853
g11754	2080
g11755	4053
g11756	6098
g11757	1303
g11758	3494
g11759	3519
g1176	4713
g11760	1304
g11761	1441
g11763	4988
g11764	3678
g11765	1762
g11766	1950
g11767	2355
g11768	1016
g11769	2028
g1177	6443
g11770	2507
g11771	10884
g11772	1761
g11774	5137
g11775	1259
g11776	11143
g11777	4673
g11778	5853
g11779	762
g1178	1373
g11780	1567
g11781	1166
g11782	3154
g11783	1295
g11784	2149
g11785	2110
g11786	3171
g11787	2679
g11788	6700
g11789	576
g11790	2553
g11791	10312
g11792	1157
g11793	1241
g11794	12328
g11795	2916
g11796	5878
g11797	1470
g11798	2386
g11799	5868
g118	2511
g1180	4348
g11800	5209
g11801	1811
g11802	938
g11803	4302
g11804	1352
g11805	1601
g11806	1932
g11807	7813
g11808	2416
g11809	3396
g11810	6385
g11811	1711
g11812	3116
g11813	2026
g11814	1936
g11815	2235
g11816	1269
g11817	2382
g11818	2320
g11819	2652
g11820	4491
g11821	6061
g11822	4057
g11823	2579
g11824	5292
g11825	4440
g11826	9883
g11827	3444
g11828	2289
g11829	1872
g11830	1091
g11831	1986
g11832	1299
g11833	1276
g11834	1313
g11835	1810
g11836	2548
g11837	7818
g11838	3826
g11839	1477
g1184	2512
g11840	2548
g11841	2968
g11842	4898
g11843	2073
g11844	6139
g11845	2411
g11846	2241
g11847	1833
g11848	1465
g11849	1236
g1185	1342
g11850	3290
g11851	2368
g11852	5335
g11853	1334
g11854	5468
g11855	1850
g11856	4189
g11857	2858
g11858	2542
g11859	7062
g1186	2483
g11860	1578
g11861	772
g11862	1543
g11863	2378
g11864	5031
g11865	2542
g11866	2090
g11867	1391
g11868	2053
g11869	3944
g1187	3945
g11870	1648
g11871	2138
g11872	4792
g11873	1914
g11874	1027
g11875	1465
g11876	1331
g11877	3024
g11878	3415
g11879	3517
g1188	1534
g11880	3339
g11881	1057
g11882	2348
g11883	2198
g11884	1807
g11885	1619
g11886	1529
g11887	3495
g11888	1831
g11889	3519
g1189	2144
g11890	700
g11891	2863
g11892	2317
g11893	1793
g11894	4171
g11895	2022
g11896	2185
g11897	2522
g11898	1509
g11899	2559
g119	1965
g1190	4390
g11900	2527
g11901	3306
g11902	3089
g11903	2181
g11904	5331
g11905	3957
g11906	1947
g11907	3273
g11908	1504
g11909	4608
g1191	4256
g11910	4614
g11911	1699
g11912	3221
g11913	2190
g11914	2945
g11915	5102
g11916	1713
g11917	2467
g11918	1619
g11919	1449
g1192	4503
g11920	7008
g11921	2543
g11922	1439
g11923	4364
g11924	2187
g11925	2360
g11926	4318
g11927	1027
g11928	11096
g11929	4160
g1193	2074
g11930	2368
g11931	1176
g11932	2999
g11933	6682
g11934	5537
g11935	3175
g11936	3243
g11937	1809
g11938	957
g11939	3924
g1194	2109
g11940	2486
g11941	17198
g11942	1809
g11943	2027
g11944	3960
g11945	10032
g11946	3670
g11947	2679
g11948	3906
g11949	1022
g1195	5905
g11950	2326
g11951	3163
g11952	1352
g11953	2303
g11954	3044
g11955	3558
g11956	5148
g11957	2107
g11958	2753
g11959	1579
g1196	2944
g11960	1772
g11961	1863
g11962	3270
g11963	1987
g11964	1483
g11965	1435
g11966	919
g11967	4538
g11968	2027
g1197	1837
g11970	548
g11971	2329
g11972	1988
g11973	2389
