geneid	length
Mal24_g10131	2581
Mal24_g10132	1236
Mal24_g10133	2056
Mal24_g10134	3666
Mal24_g10135	1280
Mal24_g10136	1705
Mal24_g10137	2145
Mal24_g10138	1279
Mal24_g10139	3709
Mal24_g1014	3122
Mal24_g10140	17378
Mal24_g10141	2874
Mal24_g10142	1354
Mal24_g10143	4097
Mal24_g10144	2123
Mal24_g10145	14720
Mal24_g10146	926
Mal24_g10147	2337
Mal24_g10148	2785
Mal24_g10149	1652
Mal24_g1015	875
Mal24_g10150	1051
Mal24_g10151	8928
Mal24_g10152	4960
Mal24_g10153	2506
Mal24_g10154	4101
Mal24_g10155	3532
Mal24_g10156	2319
Mal24_g10157	1309
Mal24_g10158	8523
Mal24_g10159	2052
Mal24_g1016	1813
Mal24_g10160	1127
Mal24_g10161	1911
Mal24_g10162	2079
Mal24_g10163	997
Mal24_g10164	1865
Mal24_g10165	14535
Mal24_g10166	1877
Mal24_g10167	1727
Mal24_g10168	6400
Mal24_g10169	3391
Mal24_g1017	1255
Mal24_g10170	1443
Mal24_g10171	1721
Mal24_g10172	1631
Mal24_g10173	269
Mal24_g10174	912
Mal24_g10175	2899
Mal24_g10176	1787
Mal24_g10177	2408
Mal24_g10178	9513
Mal24_g10179	2352
Mal24_g1018	287
Mal24_g10180	191
Mal24_g10181	1097
Mal24_g10182	1501
Mal24_g10183	4946
Mal24_g10184	8577
Mal24_g10185	4847
Mal24_g10186	448
Mal24_g10187	3304
Mal24_g10188	519
Mal24_g10189	722
Mal24_g1019	3958
Mal24_g10190	1472
Mal24_g10191	2046
Mal24_g10192	6885
Mal24_g10193	1185
Mal24_g10194	4049
Mal24_g10195	5558
Mal24_g10196	2149
Mal24_g10197	3405
Mal24_g10198	1660
Mal24_g10199	905
Mal24_g102	543
Mal24_g1020	4040
Mal24_g10200	8336
Mal24_g10201	1645
Mal24_g10202	2293
Mal24_g10203	1649
Mal24_g10204	362
Mal24_g10205	1311
Mal24_g10206	1533
Mal24_g10207	1005
Mal24_g10208	969
Mal24_g10209	552
Mal24_g1021	1280
Mal24_g10210	1860
Mal24_g10211	1552
Mal24_g10212	1197
Mal24_g10213	863
Mal24_g10214	2099
Mal24_g10215	1693
Mal24_g10216	7167
Mal24_g10217	704
Mal24_g10218	915
Mal24_g10219	3288
Mal24_g1022	3341
Mal24_g10220	666
Mal24_g10221	13408
Mal24_g10222	1066
Mal24_g10223	427
Mal24_g10224	1005
Mal24_g10225	1272
Mal24_g10226	2693
Mal24_g10227	928
Mal24_g10228	945
Mal24_g10229	1881
Mal24_g1023	1533
Mal24_g10230	2142
Mal24_g10231	418
Mal24_g10232	13346
Mal24_g10233	832
Mal24_g10234	1515
Mal24_g10235	1804
Mal24_g10236	1114
Mal24_g10237	656
Mal24_g10238	1019
Mal24_g10239	2886
Mal24_g1024	1640
Mal24_g10240	4101
Mal24_g10241	658
Mal24_g10242	12446
Mal24_g10243	828
Mal24_g10244	1520
Mal24_g10245	184
Mal24_g10246	3607
Mal24_g10247	3727
Mal24_g10248	3430
Mal24_g10249	3479
Mal24_g1025	1203
Mal24_g10250	7607
Mal24_g10251	2050
Mal24_g10252	606
Mal24_g10253	3171
Mal24_g10254	1209
Mal24_g10255	4260
Mal24_g10256	1475
Mal24_g10257	1762
Mal24_g10258	903
Mal24_g10259	3274
Mal24_g1026	1336
Mal24_g10260	3184
Mal24_g10261	1956
Mal24_g10262	2203
Mal24_g10263	1027
Mal24_g10264	344
Mal24_g10265	186
Mal24_g10266	755
Mal24_g10267	2887
Mal24_g10268	4246
Mal24_g10269	1367
Mal24_g1027	2017
Mal24_g10270	4072
Mal24_g10271	2355
Mal24_g10272	1176
Mal24_g10273	1644
Mal24_g10274	1284
Mal24_g10275	1301
Mal24_g10276	1822
Mal24_g10277	688
Mal24_g10278	1594
Mal24_g10279	660
Mal24_g1028	1001
Mal24_g10280	1467
Mal24_g10281	2621
Mal24_g10282	1784
Mal24_g10283	1374
Mal24_g10284	6273
Mal24_g10285	1912
Mal24_g10286	3369
Mal24_g10287	1722
Mal24_g10288	3990
Mal24_g10289	7907
Mal24_g1029	1835
Mal24_g10290	1328
Mal24_g10291	441
Mal24_g10292	408
Mal24_g10293	3375
Mal24_g10294	1024
Mal24_g10295	535
Mal24_g10296	3541
Mal24_g10297	4405
Mal24_g10298	1005
Mal24_g10299	2569
Mal24_g103	887
Mal24_g1030	2347
Mal24_g10300	258
Mal24_g10301	432
Mal24_g10302	7370
Mal24_g10303	12635
Mal24_g10304	1957
Mal24_g10305	832
Mal24_g10306	908
Mal24_g10307	2511
Mal24_g10308	1771
Mal24_g10309	1043
Mal24_g1031	927
Mal24_g10310	3856
Mal24_g10311	1571
Mal24_g10312	700
Mal24_g10313	2261
Mal24_g10314	2681
Mal24_g10315	3098
Mal24_g10316	933
Mal24_g10317	4570
Mal24_g10318	3391
Mal24_g10319	1511
Mal24_g1032	1380
Mal24_g10320	2599
Mal24_g10321	881
Mal24_g10322	2526
Mal24_g10323	2243
Mal24_g10324	24559
Mal24_g10325	5146
Mal24_g10326	855
Mal24_g10327	2509
Mal24_g10328	5521
Mal24_g10329	2263
Mal24_g1033	1064
Mal24_g10330	16475
Mal24_g10331	828
Mal24_g10332	278
Mal24_g10333	1998
Mal24_g10334	2079
Mal24_g10335	1412
Mal24_g10336	3373
Mal24_g10337	301
Mal24_g10338	227
Mal24_g10339	2206
Mal24_g1034	3003
Mal24_g10340	1090
Mal24_g10341	696
Mal24_g10342	581
Mal24_g10343	1967
Mal24_g10344	1744
Mal24_g10345	2476
Mal24_g10346	1389
Mal24_g10347	580
Mal24_g10348	1975
Mal24_g10349	1875
Mal24_g1035	3088
Mal24_g10350	314
Mal24_g10351	4007
Mal24_g10352	1030
Mal24_g10353	4632
Mal24_g10354	1070
Mal24_g10355	861
Mal24_g10356	4692
Mal24_g10357	506
Mal24_g10358	1656
Mal24_g10359	2394
Mal24_g1036	3464
Mal24_g10360	3513
Mal24_g10361	671
Mal24_g10362	451
Mal24_g10363	6220
Mal24_g10364	894
Mal24_g10365	312
Mal24_g10366	3233
Mal24_g10367	2656
Mal24_g10368	1519
Mal24_g10369	4946
Mal24_g1037	1552
Mal24_g10370	360
Mal24_g10371	1249
Mal24_g10372	1821
Mal24_g10373	2415
Mal24_g10374	3205
Mal24_g10375	2140
Mal24_g10376	1883
Mal24_g10377	4293
Mal24_g10378	438
Mal24_g10379	2312
Mal24_g1038	4496
Mal24_g10380	5374
Mal24_g10381	6955
Mal24_g10382	256
Mal24_g10383	2589
Mal24_g10384	719
Mal24_g10385	772
Mal24_g10386	11511
Mal24_g10387	1606
Mal24_g10388	1060
Mal24_g10389	2578
Mal24_g1039	8997
Mal24_g10390	2680
Mal24_g10391	471
Mal24_g10392	745
Mal24_g10393	2348
Mal24_g10394	535
Mal24_g10395	1663
Mal24_g10396	4643
Mal24_g10397	2319
Mal24_g10398	584
Mal24_g10399	1397
Mal24_g104	1501
Mal24_g1040	772
Mal24_g10400	410
Mal24_g10401	486
Mal24_g10402	1085
Mal24_g10403	373
Mal24_g10404	4272
Mal24_g10405	3746
Mal24_g10406	6167
Mal24_g10407	566
Mal24_g10408	978
Mal24_g10409	3086
Mal24_g1041	1477
Mal24_g10410	3730
Mal24_g10411	3367
Mal24_g10412	3114
Mal24_g10413	313
Mal24_g10414	2925
Mal24_g10415	983
Mal24_g10416	466
Mal24_g10417	987
Mal24_g10418	686
Mal24_g10419	3707
Mal24_g1042	6467
Mal24_g10420	1095
Mal24_g10421	2212
Mal24_g10422	1387
Mal24_g10423	638
Mal24_g10424	1727
Mal24_g10425	1310
Mal24_g10426	899
Mal24_g10427	361
Mal24_g10428	5610
Mal24_g10429	1748
Mal24_g1043	806
Mal24_g10430	1456
Mal24_g10431	1221
Mal24_g10432	14865
Mal24_g10433	1561
Mal24_g10434	1731
Mal24_g10435	296
Mal24_g10436	267
Mal24_g10437	760
Mal24_g10438	1392
Mal24_g10439	2975
Mal24_g1044	803
Mal24_g10440	3772
Mal24_g10441	3105
Mal24_g10442	3853
Mal24_g10443	882
Mal24_g10444	865
Mal24_g10445	7904
Mal24_g10446	2837
Mal24_g10447	1997
Mal24_g10448	1293
Mal24_g10449	694
Mal24_g1045	15556
Mal24_g10450	243
Mal24_g10451	1658
Mal24_g10452	720
Mal24_g10453	1393
Mal24_g10454	713
Mal24_g10455	1654
Mal24_g10456	1454
Mal24_g10457	2886
Mal24_g10458	2273
Mal24_g10459	3018
Mal24_g1046	5424
Mal24_g10460	1218
Mal24_g10461	530
Mal24_g10462	2037
Mal24_g10463	1486
Mal24_g10464	2334
Mal24_g10465	1203
Mal24_g10466	2160
Mal24_g10467	1917
Mal24_g10468	6221
Mal24_g10469	1922
Mal24_g1047	907
Mal24_g10470	1870
Mal24_g10471	765
Mal24_g10472	2677
Mal24_g10473	1531
Mal24_g10474	1335
Mal24_g10475	607
Mal24_g10476	894
Mal24_g10477	4074
Mal24_g10478	4452
Mal24_g10479	1458
Mal24_g1048	5868
Mal24_g10480	1332
Mal24_g10481	995
Mal24_g10482	12510
Mal24_g10483	2080
Mal24_g10484	2550
Mal24_g10485	11887
Mal24_g10486	2518
Mal24_g10487	438
Mal24_g10488	874
Mal24_g10489	4357
Mal24_g1049	1233
Mal24_g10490	479
Mal24_g10491	1819
Mal24_g10492	5525
Mal24_g10493	749
Mal24_g10494	72543
Mal24_g10495	5222
Mal24_g10496	3970
Mal24_g10497	672
Mal24_g10498	921
Mal24_g10499	6860
Mal24_g105	3611
Mal24_g1050	600
Mal24_g10500	3831
Mal24_g10501	3666
Mal24_g10502	10135
Mal24_g10503	2184
Mal24_g10504	1944
Mal24_g10505	1956
Mal24_g10506	566
Mal24_g10507	844
Mal24_g10508	1309
Mal24_g10509	2062
Mal24_g1051	2231
Mal24_g10510	1830
Mal24_g10511	3241
Mal24_g10512	3017
Mal24_g10513	349
Mal24_g10514	3818
Mal24_g10515	1018
Mal24_g10516	1545
Mal24_g10517	2468
Mal24_g10518	1751
Mal24_g10519	1841
Mal24_g1052	3439
Mal24_g10520	12965
Mal24_g10521	1939
Mal24_g10522	300
Mal24_g10523	1430
Mal24_g10524	5812
Mal24_g10525	6484
Mal24_g10526	1681
Mal24_g10527	620
Mal24_g10528	293
Mal24_g10529	1958
Mal24_g1053	2113
Mal24_g10530	3890
Mal24_g10531	2070
Mal24_g10532	2303
Mal24_g10533	2500
Mal24_g10534	22919
Mal24_g10535	5790
Mal24_g10536	857
Mal24_g10537	1724
Mal24_g10538	802
Mal24_g10539	762
Mal24_g1054	973
Mal24_g10540	512
Mal24_g10541	1165
Mal24_g10542	1335
Mal24_g10543	854
Mal24_g10544	2388
Mal24_g10545	733
Mal24_g10546	3895
Mal24_g10547	1566
Mal24_g10548	10447
Mal24_g10549	382
Mal24_g1055	2463
Mal24_g10550	646
Mal24_g10551	5825
Mal24_g10552	1269
Mal24_g10553	2361
Mal24_g10554	1571
Mal24_g10555	1509
Mal24_g10556	2671
Mal24_g10557	586
Mal24_g10558	963
Mal24_g10559	1694
Mal24_g1056	7003
Mal24_g10560	569
Mal24_g10561	897
Mal24_g10562	1921
Mal24_g10563	266
Mal24_g10564	827
Mal24_g10565	2648
Mal24_g10566	1984
Mal24_g10567	790
Mal24_g10568	1539
Mal24_g10569	1011
Mal24_g1057	7029
Mal24_g10570	1548
Mal24_g10571	2452
Mal24_g10572	2301
Mal24_g10573	1546
Mal24_g10574	1203
Mal24_g10575	1790
Mal24_g10576	429
Mal24_g10577	1321
Mal24_g10578	2265
Mal24_g10579	2279
Mal24_g1058	1031
Mal24_g10580	366
Mal24_g10581	7070
Mal24_g10582	372
Mal24_g10583	1463
Mal24_g10584	1760
Mal24_g10585	4262
Mal24_g10586	4253
Mal24_g10587	6739
Mal24_g10588	220
Mal24_g10589	2186
Mal24_g1059	852
Mal24_g10590	1502
Mal24_g10591	3763
Mal24_g10592	446
Mal24_g10593	1492
Mal24_g10594	3135
Mal24_g10595	555
Mal24_g10596	1549
Mal24_g10597	1767
Mal24_g10598	1612
Mal24_g10599	333
Mal24_g106	2377
Mal24_g1060	8879
Mal24_g10600	6181
Mal24_g10601	860
Mal24_g10602	719
Mal24_g10603	338
Mal24_g10604	1254
Mal24_g10605	2709
Mal24_g10606	312
Mal24_g10607	309
Mal24_g10608	943
Mal24_g10609	1811
Mal24_g1061	1648
Mal24_g10610	956
Mal24_g10611	1688
Mal24_g10612	1298
Mal24_g10613	1800
Mal24_g10614	461
Mal24_g10615	538
Mal24_g10616	1119
Mal24_g10617	1376
Mal24_g10618	2039
Mal24_g10619	926
Mal24_g1062	1275
Mal24_g10620	4698
Mal24_g10621	5463
Mal24_g10622	799
Mal24_g10623	2290
Mal24_g10624	7123
Mal24_g10625	3940
Mal24_g10626	1318
Mal24_g10627	1662
Mal24_g10628	775
Mal24_g10629	9573
Mal24_g1063	1378
Mal24_g10630	4618
Mal24_g10631	1525
Mal24_g10632	1425
Mal24_g10633	2160
Mal24_g10634	1090
Mal24_g10635	1245
Mal24_g10636	753
Mal24_g10637	2097
Mal24_g10638	779
Mal24_g10639	683
Mal24_g1064	1150
Mal24_g10640	833
Mal24_g10641	2124
Mal24_g10642	336
Mal24_g10643	1652
Mal24_g10644	2496
Mal24_g10645	337
Mal24_g10646	1298
Mal24_g10647	1704
Mal24_g10648	2441
Mal24_g10649	2877
Mal24_g1065	869
Mal24_g10650	482
Mal24_g10651	416
Mal24_g10652	1062
Mal24_g10653	2434
Mal24_g10654	715
Mal24_g10655	2606
Mal24_g10656	1742
Mal24_g10657	1214
Mal24_g10658	2156
Mal24_g10659	1821
Mal24_g1066	1538
Mal24_g10660	3932
Mal24_g10661	810
Mal24_g10662	371
Mal24_g10663	1341
Mal24_g10664	2696
Mal24_g10665	572
Mal24_g10666	2497
Mal24_g10667	3218
Mal24_g10668	647
Mal24_g10669	844
Mal24_g1067	4588
Mal24_g10670	1034
Mal24_g10671	1094
Mal24_g10672	3136
Mal24_g10673	3094
Mal24_g10674	2638
Mal24_g10675	3609
Mal24_g10676	6886
Mal24_g10677	648
Mal24_g10678	1003
Mal24_g10679	3796
Mal24_g1068	492
Mal24_g10680	3132
Mal24_g10681	3461
Mal24_g10682	187
Mal24_g10683	625
Mal24_g10684	3564
Mal24_g10685	3546
Mal24_g10686	858
Mal24_g10687	727
Mal24_g10688	2996
Mal24_g10689	1526
Mal24_g1069	593
Mal24_g10690	1791
Mal24_g10691	1961
Mal24_g10692	2044
Mal24_g10693	2553
Mal24_g10694	2736
Mal24_g10695	3765
Mal24_g10696	4123
Mal24_g10697	305
Mal24_g10698	374
Mal24_g10699	548
Mal24_g107	2391
Mal24_g1070	914
Mal24_g10700	1050
Mal24_g10701	2843
Mal24_g10702	1778
Mal24_g10703	2323
Mal24_g10704	1201
Mal24_g10705	5384
Mal24_g10706	666
Mal24_g10707	1664
Mal24_g10708	567
Mal24_g10709	214
Mal24_g1071	395
Mal24_g10710	13533
Mal24_g10711	349
Mal24_g10712	555
Mal24_g10713	897
Mal24_g10714	1299
Mal24_g10715	967
Mal24_g10716	1583
Mal24_g10717	3485
Mal24_g10718	2853
Mal24_g10719	1240
Mal24_g1072	4188
Mal24_g10720	2005
Mal24_g10721	256
Mal24_g10722	1393
Mal24_g10723	1061
Mal24_g10724	5008
Mal24_g10725	2031
Mal24_g10726	1168
Mal24_g10727	669
Mal24_g10728	2594
Mal24_g10729	2485
Mal24_g1073	1141
Mal24_g10730	716
Mal24_g10731	1147
Mal24_g10732	1067
Mal24_g10733	397
Mal24_g10734	1894
Mal24_g10735	653
Mal24_g10736	340
Mal24_g10737	3773
Mal24_g10738	4397
Mal24_g10739	2083
Mal24_g1074	3695
Mal24_g10740	1985
Mal24_g10741	2034
Mal24_g10742	2165
Mal24_g10743	1754
Mal24_g10744	2867
Mal24_g10745	722
Mal24_g10746	567
Mal24_g10747	1935
Mal24_g10748	678
Mal24_g10749	746
Mal24_g1075	2613
Mal24_g10750	768
Mal24_g10751	287
Mal24_g10752	700
Mal24_g10753	1125
Mal24_g10754	1242
Mal24_g10755	2063
Mal24_g10756	3017
Mal24_g10757	1712
Mal24_g10758	2023
Mal24_g10759	3372
Mal24_g1076	1760
Mal24_g10760	299
Mal24_g10761	1232
Mal24_g10762	899
Mal24_g10763	1008
Mal24_g10764	1367
Mal24_g10765	2493
Mal24_g10766	1461
Mal24_g10767	1507
Mal24_g10768	1905
Mal24_g10769	5036
Mal24_g1077	362
Mal24_g10770	2991
Mal24_g10771	867
Mal24_g10772	867
Mal24_g10773	1574
Mal24_g10774	3262
Mal24_g10775	10067
Mal24_g10776	651
Mal24_g10777	920
Mal24_g10778	896
Mal24_g10779	2565
Mal24_g1078	6405
Mal24_g10780	1823
Mal24_g10781	1601
Mal24_g10782	3900
Mal24_g10783	1318
Mal24_g10784	690
Mal24_g10785	1692
Mal24_g10786	1050
Mal24_g10787	1311
Mal24_g10788	4943
Mal24_g10789	690
Mal24_g1079	5081
Mal24_g10790	1544
Mal24_g10791	931
Mal24_g10792	546
Mal24_g10793	1319
Mal24_g10794	1049
Mal24_g10795	2847
Mal24_g10796	563
Mal24_g10797	1217
Mal24_g10798	329
Mal24_g10799	807
Mal24_g108	1698
Mal24_g1080	983
Mal24_g10800	4718
Mal24_g10801	407
Mal24_g10802	311
Mal24_g10803	461
Mal24_g10804	389
Mal24_g10805	3619
Mal24_g10806	2852
Mal24_g10807	386
Mal24_g10808	1848
Mal24_g10809	2103
Mal24_g1081	2275
Mal24_g10810	2018
Mal24_g10811	389
Mal24_g10812	458
Mal24_g10813	311
Mal24_g10814	407
Mal24_g10815	6203
Mal24_g10816	4117
Mal24_g10817	4903
Mal24_g10818	1589
Mal24_g10819	784
Mal24_g1082	1552
Mal24_g10820	1408
Mal24_g10821	942
Mal24_g10822	407
Mal24_g10823	311
Mal24_g10824	458
Mal24_g10825	389
Mal24_g10826	1653
Mal24_g10827	1731
Mal24_g10828	678
Mal24_g10829	902
Mal24_g1083	2948
Mal24_g10830	6372
Mal24_g10831	3608
Mal24_g10832	755
Mal24_g10833	639
Mal24_g10834	2808
Mal24_g10835	4175
Mal24_g10836	1073
Mal24_g10837	857
Mal24_g10838	2931
Mal24_g10839	4972
Mal24_g1084	2113
Mal24_g10840	1328
Mal24_g10841	1539
Mal24_g10842	648
Mal24_g10843	468
Mal24_g10844	1601
Mal24_g10845	1618
Mal24_g10846	1822
Mal24_g10847	407
Mal24_g10848	311
Mal24_g10849	461
Mal24_g1085	2102
Mal24_g10850	389
Mal24_g10851	1030
Mal24_g10852	1791
Mal24_g10853	3948
Mal24_g10854	1164
Mal24_g10855	2139
Mal24_g10856	2240
Mal24_g10857	1264
Mal24_g10858	871
Mal24_g10859	828
Mal24_g1086	963
Mal24_g10860	1142
Mal24_g10861	5349
Mal24_g10862	891
Mal24_g10863	1421
Mal24_g10864	1215
Mal24_g10865	1599
Mal24_g10866	1785
Mal24_g10867	2574
Mal24_g10868	3148
Mal24_g10869	1219
Mal24_g1087	2091
Mal24_g10870	2436
Mal24_g10871	6951
Mal24_g10872	407
Mal24_g10873	311
Mal24_g10874	461
Mal24_g10875	389
Mal24_g10876	1396
Mal24_g10877	250
Mal24_g10878	3147
Mal24_g10879	1372
Mal24_g1088	2075
Mal24_g10880	1187
Mal24_g10881	1366
Mal24_g10882	3528
Mal24_g10883	5828
Mal24_g10884	1126
Mal24_g10885	5987
Mal24_g10886	1243
Mal24_g10887	211
Mal24_g10888	3664
Mal24_g10889	4855
Mal24_g1089	957
Mal24_g10890	1614
Mal24_g10891	1057
Mal24_g10892	2136
Mal24_g10893	275
Mal24_g10894	349
Mal24_g10895	2794
Mal24_g10896	3299
Mal24_g10897	246
Mal24_g10898	4192
Mal24_g10899	726
Mal24_g109	1458
Mal24_g1090	16656
Mal24_g10900	1437
Mal24_g10901	712
Mal24_g10902	12716
Mal24_g10903	2500
Mal24_g10904	2286
Mal24_g10905	4891
Mal24_g10906	1473
Mal24_g10907	946
Mal24_g10908	6093
Mal24_g10909	4734
Mal24_g1091	2673
Mal24_g10910	5425
Mal24_g10911	1059
Mal24_g10912	790
Mal24_g10913	562
Mal24_g10914	281
Mal24_g10915	677
Mal24_g10916	529
Mal24_g10917	5338
Mal24_g10918	6358
Mal24_g10919	445
Mal24_g1092	1884
Mal24_g10920	1053
Mal24_g10921	2759
Mal24_g10922	786
Mal24_g10923	1506
Mal24_g10924	2294
Mal24_g10925	958
Mal24_g10926	6272
Mal24_g10927	3249
Mal24_g10928	2648
Mal24_g10929	356
Mal24_g1093	3363
Mal24_g10930	1165
Mal24_g10931	3627
Mal24_g10932	14702
Mal24_g10933	2569
Mal24_g10934	1463
Mal24_g10935	609
Mal24_g10936	418
Mal24_g10937	1254
Mal24_g10938	2020
Mal24_g10939	1329
Mal24_g1094	1805
Mal24_g10940	1602
Mal24_g10941	593
Mal24_g10942	560
Mal24_g10943	5609
Mal24_g10944	1500
Mal24_g10945	281
Mal24_g10946	988
Mal24_g10947	2377
Mal24_g10948	3586
Mal24_g10949	644
Mal24_g1095	1711
Mal24_g10950	1596
Mal24_g10951	1481
Mal24_g10952	789
Mal24_g10953	1513
Mal24_g10954	2790
Mal24_g10955	1318
Mal24_g10956	374
Mal24_g10957	11258
Mal24_g10958	1227
Mal24_g10959	2178
Mal24_g1096	641
Mal24_g10960	6398
Mal24_g10961	1349
Mal24_g10962	3281
Mal24_g10963	1793
Mal24_g10964	1104
Mal24_g10965	161
Mal24_g10966	2226
Mal24_g10967	213
Mal24_g10968	1906
Mal24_g10969	2122
Mal24_g1097	5123
Mal24_g10970	1886
Mal24_g10971	13269
Mal24_g10972	1238
Mal24_g10973	3983
Mal24_g10974	467
Mal24_g10975	1695
Mal24_g10976	1509
Mal24_g10977	3531
Mal24_g10978	611
Mal24_g10979	1165
Mal24_g1098	2117
Mal24_g10980	2811
Mal24_g10981	10894
Mal24_g10982	1039
Mal24_g10983	3001
Mal24_g10984	2202
Mal24_g10985	6016
Mal24_g10986	1237
Mal24_g10987	1486
Mal24_g10988	6196
Mal24_g10989	1489
Mal24_g1099	2227
Mal24_g10990	528
Mal24_g10991	2868
Mal24_g10992	1705
Mal24_g10993	3386
Mal24_g10994	2894
Mal24_g10995	1184
Mal24_g10996	3634
Mal24_g10997	4580
Mal24_g10998	1565
Mal24_g10999	946
Mal24_g11	2635
Mal24_g110	4958
Mal24_g1100	1721
Mal24_g11000	1366
Mal24_g11001	2501
Mal24_g11002	2102
Mal24_g11003	7388
Mal24_g11004	402
Mal24_g11005	1025
Mal24_g11006	1410
Mal24_g11007	2420
Mal24_g11008	425
Mal24_g11009	2202
Mal24_g1101	1706
Mal24_g11010	4862
Mal24_g11011	2921
Mal24_g11012	4192
Mal24_g11013	4282
Mal24_g11014	1610
Mal24_g11015	1454
Mal24_g11016	1186
Mal24_g11017	1065
Mal24_g11018	5371
Mal24_g11019	1699
Mal24_g1102	1117
Mal24_g11020	6053
Mal24_g11021	8463
Mal24_g11022	492
Mal24_g11023	2923
Mal24_g11024	2415
Mal24_g11025	1527
Mal24_g11026	3532
Mal24_g11027	261
Mal24_g11028	1043
Mal24_g11029	891
Mal24_g1103	1149
Mal24_g11030	669
Mal24_g11031	856
Mal24_g11032	14722
Mal24_g11033	1506
Mal24_g11034	357
Mal24_g11035	2630
Mal24_g11036	235
Mal24_g11037	1247
Mal24_g11038	1811
Mal24_g11039	1537
Mal24_g1104	902
Mal24_g11040	243
Mal24_g11041	3953
Mal24_g11042	1463
Mal24_g11043	5517
Mal24_g11044	1750
Mal24_g11045	3599
Mal24_g11046	4561
Mal24_g11047	2006
Mal24_g11048	1584
Mal24_g11049	1661
Mal24_g1105	683
Mal24_g11050	776
Mal24_g11051	2688
Mal24_g11052	915
Mal24_g11053	2909
Mal24_g11054	2893
Mal24_g11055	584
Mal24_g11056	2043
Mal24_g11057	2296
Mal24_g11058	2683
Mal24_g11059	2361
Mal24_g1106	2106
Mal24_g11060	980
Mal24_g11061	894
Mal24_g11062	1668
Mal24_g11063	3293
Mal24_g11064	4808
Mal24_g11065	393
Mal24_g11066	1289
Mal24_g11067	1515
Mal24_g11068	1826
Mal24_g11069	1000
Mal24_g1107	1269
Mal24_g11070	485
Mal24_g11071	5384
Mal24_g11072	1720
