geneid	length
Cre01.g011150	3402
Cre01.g011200	3407
Cre01.g011250	2358
Cre01.g011300	2159
Cre01.g011350	1365
Cre01.g011400	10523
Cre01.g011450	10676
Cre01.g011500	925
Cre01.g011550	10260
Cre01.g011600	12905
Cre01.g011630	7468
Cre01.g011660	4362
Cre01.g011750	2796
Cre01.g011800	9214
Cre01.g011850	16347
Cre01.g011901	7732
Cre01.g012000	5462
Cre01.g012050	2756
Cre01.g012100	5134
Cre01.g012126	6066
Cre01.g012150	1001
Cre01.g012200	20546
Cre01.g012300	2262
Cre01.g012350	6083
Cre01.g012400	2360
Cre01.g012450	20653
Cre01.g012500	1943
Cre01.g012550	7299
Cre01.g012600	5491
Cre01.g012650	13948
Cre01.g012700	7963
Cre01.g012750	10117
Cre01.g012800	2309
Cre01.g012850	6613
Cre01.g012900	8509
Cre01.g012950	5124
Cre01.g013000	9611
Cre01.g013050	4037
Cre01.g013100	865
Cre01.g013150	347
Cre01.g013200	302
Cre01.g013250	5792
Cre01.g013300	3835
Cre01.g013350	2226
Cre01.g013400	2744
Cre01.g013450	9063
Cre01.g013500	3480
Cre01.g013550	7394
Cre01.g013600	10194
Cre01.g013650	9494
Cre01.g013700	1721
Cre01.g013750	1992
Cre01.g013769	667
Cre01.g013800	2510
Cre01.g013801	3656
Cre01.g013850	3539
Cre01.g013900	5844
Cre01.g014000	1320
Cre01.g014050	5412
Cre01.g014100	2767
Cre01.g014150	2451
Cre01.g014200	3837
Cre01.g014250	15189
Cre01.g014300	26211
Cre01.g014350	580
Cre01.g014400	3438
Cre01.g014450	30784
Cre01.g014500	7848
Cre01.g014650	4143
Cre01.g014700	2224
Cre01.g014751	480
Cre01.g014800	3627
Cre01.g014850	3444
Cre01.g014900	9226
Cre01.g014950	5353
Cre01.g015000	2426
Cre01.g015050	11355
Cre01.g015100	732
Cre01.g015103	19843
Cre01.g015150	5943
Cre01.g015200	11301
Cre01.g015250	6004
Cre01.g015300	3384
Cre01.g015350	2361
Cre01.g015400	1833
Cre01.g015451	7587
Cre01.g015500	1809
Cre01.g015550	1767
Cre01.g015600	15560
Cre01.g015650	1307
Cre01.g015700	1483
Cre01.g015750	2819
Cre01.g015850	5643
Cre01.g015950	832
Cre01.g016001	4910
Cre01.g016050	8047
Cre01.g016100	1565
Cre01.g016150	2002
Cre01.g016200	4778
Cre01.g016250	392
Cre01.g016300	2572
Cre01.g016350	3614
Cre01.g016400	6569
Cre01.g016450	4792
Cre01.g016500	2070
Cre01.g016514	2498
Cre01.g016528	2711
Cre01.g016542	1095
Cre01.g016556	1561
Cre01.g016570	4803
Cre01.g016600	1551
Cre01.g016700	6059
Cre01.g016750	1633
Cre01.g016800	6950
Cre01.g016850	235
Cre01.g016900	481
Cre01.g016950	1422
Cre01.g017050	3668
Cre01.g017100	3625
Cre01.g017150	8787
Cre01.g017200	2992
Cre01.g017250	1574
Cre01.g017300	4061
Cre01.g017350	2470
Cre01.g017400	5658
Cre01.g017450	4214
Cre01.g017500	3085
Cre01.g017550	4886
Cre01.g017600	5782
Cre01.g017650	3987
Cre01.g017850	2944
Cre01.g017900	6020
Cre01.g017951	3304
Cre01.g018000	371
Cre01.g018050	6874
Cre01.g018075	2236
Cre01.g018100	2378
Cre01.g018150	5034
Cre01.g018200	13865
Cre01.g018350	4773
Cre01.g018400	7650
Cre01.g018450	3596
Cre01.g018500	3094
Cre01.g018550	14179
Cre01.g018600	1057
Cre01.g018650	9055
Cre01.g018700	3297
Cre01.g018750	9731
Cre01.g018800	12194
Cre01.g018850	1714
Cre01.g018900	8828
Cre01.g018950	4447
Cre01.g019000	1744
Cre01.g019051	3152
Cre01.g019100	3063
Cre01.g019150	3067
Cre01.g019200	5503
Cre01.g019250	1646
Cre01.g019300	23888
Cre01.g019400	449
Cre01.g019450	2115
Cre01.g019500	5089
Cre01.g019550	5286
Cre01.g019600	656
Cre01.g019650	4190
Cre01.g019700	7255
Cre01.g019750	2971
Cre01.g019850	3552
Cre01.g019900	5363
Cre01.g019950	4425
Cre01.g020000	3810
Cre01.g020050	5587
Cre01.g020100	9069
Cre01.g020182	3161
Cre01.g020223	7651
Cre01.g020264	2856
Cre01.g020305	1590
Cre01.g020350	1439
Cre01.g020400	3094
Cre01.g020450	231
Cre01.g020500	319
Cre01.g020575	1913
Cre01.g020650	5420
Cre01.g020701	1250
Cre01.g020750	774
Cre01.g020800	4058
Cre01.g020850	10083
Cre01.g020887	4014
Cre01.g020918	5396
Cre01.g020950	2086
Cre01.g021000	2600
Cre01.g021050	1765
Cre01.g021100	6459
Cre01.g021150	4971
Cre01.g021200	1332
Cre01.g021251	4112
Cre01.g021300	694
Cre01.g021350	389
Cre01.g021400	5344
Cre01.g021450	5378
Cre01.g021500	5857
Cre01.g021550	9998
Cre01.g021600	5325
Cre01.g021650	2031
Cre01.g021700	14041
Cre01.g021750	1565
Cre01.g021800	2309
Cre01.g021850	7796
Cre01.g021900	4147
Cre01.g021950	22729
Cre01.g022000	3516
Cre01.g022050	373
Cre01.g022100	6354
Cre01.g022150	5920
Cre01.g022200	806
Cre01.g022250	2056
Cre01.g022283	1924
Cre01.g022350	5951
Cre01.g022400	4872
Cre01.g022450	904
Cre01.g022462	1720
Cre01.g022500	3479
Cre01.g022550	3470
Cre01.g022600	2501
Cre01.g022650	3225
Cre01.g022666	907
Cre01.g022681	2153
Cre01.g022700	6763
Cre01.g022750	7729
Cre01.g022800	6237
Cre01.g022850	7839
Cre01.g022900	8839
Cre01.g022950	1208
Cre01.g023000	3379
Cre01.g023050	1745
Cre01.g023100	1592
Cre01.g023150	2568
Cre01.g023200	7447
Cre01.g023250	3266
Cre01.g023300	5937
Cre01.g023350	7273
Cre01.g023400	2770
Cre01.g023450	10965
Cre01.g023500	4271
Cre01.g023550	9623
Cre01.g023600	1534
Cre01.g023650	6772
Cre01.g023750	5724
Cre01.g023773	1749
Cre01.g023787	3450
Cre01.g023800	9740
Cre01.g023850	2495
Cre01.g023913	1517
Cre01.g023950	4800
Cre01.g024050	4643
Cre01.g024100	1620
Cre01.g024150	3291
Cre01.g024200	2885
Cre01.g024250	11298
Cre01.g024251	3095
Cre01.g024300	2879
Cre01.g024350	2816
Cre01.g024400	6193
Cre01.g024500	8837
Cre01.g024550	12512
Cre01.g024650	15603
Cre01.g024750	19114
Cre01.g024800	9295
Cre01.g024850	404
Cre01.g024900	7312
Cre01.g024950	5863
Cre01.g025000	3726
Cre01.g025025	392
Cre01.g025050	5014
Cre01.g025100	2817
Cre01.g025150	4088
Cre01.g025200	5001
Cre01.g025250	3002
Cre01.g025300	2270
Cre01.g025350	2245
Cre01.g025400	17834
Cre01.g025450	3277
Cre01.g025500	3206
Cre01.g025551	11646
Cre01.g025600	2651
Cre01.g025650	646
Cre01.g025700	11023
Cre01.g025750	2627
Cre01.g025767	9457
Cre01.g025808	4525
Cre01.g025850	7667
Cre01.g025900	2125
Cre01.g025950	5247
Cre01.g025983	4458
Cre01.g026050	13123
Cre01.g026100	2113
Cre01.g026150	6379
Cre01.g026200	2266
Cre01.g026250	2568
Cre01.g026300	5812
Cre01.g026350	7443
Cre01.g026400	4134
Cre01.g026450	3367
Cre01.g026500	4497
Cre01.g026550	2233
Cre01.g026600	1435
Cre01.g026650	3067
Cre01.g026700	7804
Cre01.g026750	9060
Cre01.g026900	2281
Cre01.g027000	1474
Cre01.g027050	2880
Cre01.g027100	1244
Cre01.g027150	5791
Cre01.g027200	585
Cre01.g027250	2826
Cre01.g027300	1963
Cre01.g027350	7889
Cre01.g027400	3752
Cre01.g027450	432
Cre01.g027500	2352
Cre01.g027550	10364
Cre01.g027600	3812
Cre01.g027650	6008
Cre01.g027700	3637
Cre01.g027750	1549
Cre01.g027764	7146
Cre01.g027800	2101
Cre01.g027850	2284
Cre01.g027900	1326
Cre01.g027950	4550
Cre01.g028000	3040
Cre01.g028050	2313
Cre01.g028101	1911
Cre01.g028150	461
Cre01.g028200	4567
Cre01.g028250	2834
Cre01.g028300	3794
Cre01.g028350	2489
Cre01.g028400	9075
Cre01.g028423	2828
Cre01.g028450	3562
Cre01.g028500	2577
Cre01.g028550	4371
Cre01.g028600	1706
Cre01.g028650	5760
Cre01.g028850	2049
Cre01.g028900	2472
Cre01.g028950	458
Cre01.g029000	3313
Cre01.g029050	4100
Cre01.g029100	1376
Cre01.g029150	1964
Cre01.g029200	11969
Cre01.g029250	2263
Cre01.g029300	3842
Cre01.g029350	4014
Cre01.g029400	9653
Cre01.g029450	5569
Cre01.g029500	14354
Cre01.g029550	7117
Cre01.g029600	4471
Cre01.g029650	3503
Cre01.g029700	800
Cre01.g029750	5097
Cre01.g029800	5955
Cre01.g029850	7271
Cre01.g029900	9650
Cre01.g029950	3884
Cre01.g030000	3419
Cre01.g030050	1580
Cre01.g030100	3838
Cre01.g030150	3251
Cre01.g030200	7348
Cre01.g030250	2622
Cre01.g030300	6902
Cre01.g030350	568
Cre01.g030400	4851
Cre01.g030450	9631
Cre01.g030500	9942
Cre01.g030550	4290
Cre01.g030600	10815
Cre01.g030650	1978
Cre01.g030700	8191
Cre01.g030750	26295
Cre01.g030800	3491
Cre01.g030850	3210
Cre01.g030900	2933
Cre01.g030950	1333
Cre01.g030986	173
Cre01.g031004	15699
Cre01.g031050	4316
Cre01.g031100	1819
Cre01.g031200	296
Cre01.g031250	380
Cre01.g031300	5776
Cre01.g031400	157
Cre01.g031450	2999
Cre01.g031500	3551
Cre01.g031550	2363
Cre01.g031600	368
Cre01.g031650	6846
Cre01.g031700	2932
Cre01.g031750	2906
Cre01.g031800	4281
Cre01.g031850	2244
Cre01.g031875	194
Cre01.g031900	7545
Cre01.g031951	8928
Cre01.g032000	809
Cre01.g032050	4289
Cre01.g032100	2600
Cre01.g032150	3336
Cre01.g032200	7090
Cre01.g032250	2470
Cre01.g032300	4111
Cre01.g032350	3367
Cre01.g032400	4735
Cre01.g032450	6010
Cre01.g032500	3179
Cre01.g032550	10473
Cre01.g032600	4082
Cre01.g032650	2872
Cre01.g032700	3286
Cre01.g032750	1355
Cre01.g032800	2986
Cre01.g032850	7758
Cre01.g032900	4727
Cre01.g032950	441
Cre01.g033000	6760
Cre01.g033091	8548
Cre01.g033150	856
Cre01.g033200	2025
Cre01.g033250	10617
Cre01.g033300	1688
Cre01.g033350	2961
Cre01.g033400	309
Cre01.g033450	2238
Cre01.g033500	3046
Cre01.g033516	2364
Cre01.g033550	5467
Cre01.g033700	2818
Cre01.g033750	1183
Cre01.g033832	1838
Cre01.g033900	7966
Cre01.g033950	2957
Cre01.g034000	4142
Cre01.g034050	5427
Cre01.g034100	5949
Cre01.g034150	8654
Cre01.g034200	8213
Cre01.g034250	333
Cre01.g034300	6036
Cre01.g034350	7576
Cre01.g034380	2505
Cre01.g034400	6660
Cre01.g034451	1613
Cre01.g034500	14043
Cre01.g034550	2476
Cre01.g034600	10590
Cre01.g034650	3345
Cre01.g034700	6763
Cre01.g034750	3974
Cre01.g034800	3002
Cre01.g034850	8417
Cre01.g034900	3571
Cre01.g034950	3265
Cre01.g035000	2281
Cre01.g035050	2725
Cre01.g035100	2750
Cre01.g035150	2313
Cre01.g035200	1763
Cre01.g035250	3019
Cre01.g035300	1062
Cre01.g035350	4755
Cre01.g035400	3028
Cre01.g035450	725
Cre01.g035500	3881
Cre01.g035550	2483
Cre01.g035600	1926
Cre01.g035650	3177
Cre01.g035700	10464
Cre01.g035750	9291
Cre01.g035800	3387
Cre01.g035850	8953
Cre01.g035900	5654
Cre01.g035950	9496
Cre01.g036000	5928
Cre01.g036050	4342
Cre01.g036100	28715
Cre01.g036150	7371
Cre01.g036200	9877
Cre01.g036250	28836
Cre01.g036300	9513
Cre01.g036350	4936
Cre01.g036400	4400
Cre01.g036451	1919
Cre01.g036500	1727
Cre01.g036550	475
Cre01.g036600	4165
Cre01.g036650	3630
Cre01.g036700	4258
Cre01.g036750	664
Cre01.g036800	4331
Cre01.g036850	3426
Cre01.g036900	11817
Cre01.g036950	1163
Cre01.g037000	4801
Cre01.g037050	476
Cre01.g037100	3163
Cre01.g037150	10307
Cre01.g037200	1530
Cre01.g037250	478
Cre01.g037300	5029
Cre01.g037350	3579
Cre01.g037400	4500
Cre01.g037450	3197
Cre01.g037500	543
Cre01.g037550	11599
Cre01.g037600	8219
Cre01.g037650	1212
Cre01.g037700	5918
Cre01.g037751	5187
Cre01.g037800	659
Cre01.g037850	2724
Cre01.g037900	1216
Cre01.g037950	4630
Cre01.g038000	7609
Cre01.g038050	11367
Cre01.g038100	3264
Cre01.g038151	5635
Cre01.g038200	3185
Cre01.g038250	7145
Cre01.g038300	1536
Cre01.g038350	2219
Cre01.g038400	3261
Cre01.g038450	2206
Cre01.g038500	6679
Cre01.g038550	3218
Cre01.g038600	5658
Cre01.g038650	1668
Cre01.g038700	4247
Cre01.g038750	1624
Cre01.g038800	2191
Cre01.g038850	14416
Cre01.g038900	1627
Cre01.g038950	986
Cre01.g039000	2645
Cre01.g039050	25319
Cre01.g039150	3177
Cre01.g039200	2072
Cre01.g039250	3168
Cre01.g039300	2820
Cre01.g039350	3212
Cre01.g039400	7697
Cre01.g039450	2033
Cre01.g039500	7352
Cre01.g039550	8724
Cre01.g039600	6390
Cre01.g039650	470
Cre01.g039702	6201
Cre01.g039750	784
Cre01.g039800	10755
Cre01.g039850	3218
Cre01.g039900	4293
Cre01.g039950	5055
Cre01.g040000	1539
Cre01.g040050	3168
Cre01.g040100	2597
Cre01.g040150	3748
Cre01.g040200	8423
Cre01.g040250	4163
Cre01.g040300	1627
Cre01.g040350	5314
Cre01.g040379	3414
Cre01.g040400	1111
Cre01.g040450	454
Cre01.g040500	15036
Cre01.g040550	1693
Cre01.g040600	12248
Cre01.g040701	214
Cre01.g040801	857
Cre01.g040850	16422
Cre01.g040900	404
Cre01.g040950	3243
Cre01.g041000	371
Cre01.g041050	7150
Cre01.g041100	2336
Cre01.g041150	15556
Cre01.g041200	3705
Cre01.g041256	6015
Cre01.g041300	2199
Cre01.g041351	3552
Cre01.g041400	5774
Cre01.g041450	3393
Cre01.g041500	5677
Cre01.g041550	5952
Cre01.g041583	1593
Cre01.g041650	1160
Cre01.g041667	813
Cre01.g041752	2187
Cre01.g041800	8662
Cre01.g041850	2128
Cre01.g041950	5842
Cre01.g042000	8385
Cre01.g042050	1160
Cre01.g042100	8672
Cre01.g042150	2630
Cre01.g042200	1647
Cre01.g042250	6113
Cre01.g042300	8805
Cre01.g042450	12214
Cre01.g042550	5032
Cre01.g042600	395
Cre01.g042650	588
Cre01.g042700	3936
Cre01.g042750	13839
Cre01.g042800	2476
Cre01.g042850	1363
Cre01.g042900	2044
Cre01.g042950	489
Cre01.g043000	3246
Cre01.g043050	4961
Cre01.g043100	1329
Cre01.g043150	506
Cre01.g043200	1062
Cre01.g043250	11875
Cre01.g043300	2578
Cre01.g043350	3620
Cre01.g043400	3128
Cre01.g043450	1071
Cre01.g043500	7900
Cre01.g043550	36238
Cre01.g043600	2030
Cre01.g043650	3630
Cre01.g043700	3470
Cre01.g043750	8698
Cre01.g043800	3961
Cre01.g043817	846
Cre01.g043850	8064
Cre01.g043901	200
Cre01.g043950	23411
Cre01.g044000	869
Cre01.g044050	198
Cre01.g044100	5246
Cre01.g044150	3292
Cre01.g044200	1540
Cre01.g044250	16066
Cre01.g044276	2071
Cre01.g044300	5372
Cre01.g044350	7607
Cre01.g044400	1536
Cre01.g044450	4905
Cre01.g044550	1108
Cre01.g044600	16688
Cre01.g044650	7020
Cre01.g044700	3411
Cre01.g044750	2229
Cre01.g044800	9355
Cre01.g044850	21628
Cre01.g044900	5221
Cre01.g044950	4182
Cre01.g045000	1011
Cre01.g045050	992
Cre01.g045100	564
Cre01.g045150	2576
Cre01.g045200	1232
Cre01.g045350	2246
Cre01.g045450	2029
Cre01.g045500	6373
Cre01.g045550	2792
Cre01.g045600	2579
Cre01.g045601	8105
Cre01.g045640	2684
Cre01.g045650	503
Cre01.g045700	3890
Cre01.g045800	5114
Cre01.g045825	1377
Cre01.g045850	3128
Cre01.g045902	3328
Cre01.g045903	3857
Cre01.g045950	528
Cre01.g046052	8042
Cre01.g046150	2374
Cre01.g046237	8017
Cre01.g046324	5450
Cre01.g046450	5612
Cre01.g046500	3592
Cre01.g046501	4530
Cre01.g046600	5516
Cre01.g046650	4238
Cre01.g046652	1833
Cre01.g046800	4073
Cre01.g046850	575
Cre01.g046950	463
Cre01.g047001	1410
Cre01.g047100	3815
Cre01.g047200	3309
Cre01.g047218	2558
Cre01.g047229	3394
Cre01.g047265	6726
Cre01.g047300	1175
Cre01.g047350	4920
Cre01.g047400	6254
Cre01.g047450	2654
Cre01.g047500	7305
Cre01.g047550	1729
Cre01.g047600	2441
Cre01.g047650	2647
Cre01.g047700	2521
Cre01.g047750	2264
Cre01.g047800	2800
Cre01.g047850	2519
Cre01.g047900	2068
Cre01.g047950	2934
Cre01.g048000	6691
Cre01.g048050	2188
Cre01.g048100	8773
Cre01.g048102	7604
Cre01.g048150	2431
Cre01.g048200	9008
Cre01.g048250	1697
Cre01.g048300	6428
Cre01.g048350	3896
Cre01.g048400	5756
Cre01.g048450	3314
Cre01.g048501	3071
Cre01.g048550	3671
Cre01.g048600	8100
Cre01.g048650	1888
Cre01.g048701	2717
Cre01.g048750	2865
Cre01.g048800	1517
Cre01.g048850	4038
Cre01.g048900	3869
Cre01.g048950	5580
Cre01.g049000	1377
Cre01.g049050	720
Cre01.g049100	11928
Cre01.g049132	11079
Cre01.g049200	8918
Cre01.g049300	5907
Cre01.g049350	3746
Cre01.g049400	4876
Cre01.g049450	1464
Cre01.g049500	460
Cre01.g049550	2367
Cre01.g049600	5827
Cre01.g049650	14767
Cre01.g049750	2604
Cre01.g049826	3262
Cre01.g049900	3431
Cre01.g049950	4128
Cre01.g050000	1487
Cre01.g050050	2595
Cre01.g050100	2122
Cre01.g050150	2802
Cre01.g050300	851
Cre01.g050316	2608
Cre01.g050350	5321
Cre01.g050400	838
Cre01.g050451	10811
Cre01.g050500	8340
Cre01.g050550	1094
Cre01.g050600	1979
Cre01.g050608	18854
Cre01.g050650	9751
Cre01.g050700	5127
Cre01.g050750	3588
Cre01.g050800	5344
Cre01.g050850	8543
Cre01.g050900	1740
Cre01.g050950	6875
Cre01.g051000	3786
Cre01.g051050	9730
Cre01.g051100	2758
Cre01.g051137	1657
Cre01.g051174	10368
Cre01.g051211	3869
Cre01.g051250	1715
Cre01.g051300	4957
Cre01.g051350	5065
Cre01.g051400	645
Cre01.g051450	3545
Cre01.g051500	349
Cre01.g051550	7117
Cre01.g051625	1745
Cre01.g051700	8057
Cre01.g051750	7153
Cre01.g051800	3371
Cre01.g051850	6795
Cre01.g051900	1765
Cre01.g051950	3375
Cre01.g052000	4288
Cre01.g052050	1046
Cre01.g052100	1504
Cre01.g052150	9704
Cre01.g052200	1709
Cre01.g052250	1342
Cre01.g052300	8694
Cre01.g052350	775
Cre01.g052400	581
Cre01.g052450	6985
Cre01.g052500	6322
Cre01.g052550	13937
Cre01.g052650	9635
Cre01.g052750	15517
Cre01.g052800	3798
Cre01.g052850	5549
Cre01.g052950	6498
Cre01.g053000	3424
Cre01.g053150	3281
Cre01.g053200	4846
Cre01.g053288	1929
Cre01.g053300	6021
Cre01.g053450	9270
Cre01.g053500	3487
Cre01.g053550	6656
Cre01.g053600	2994
Cre01.g053700	11127
Cre01.g053750	1804
Cre01.g053800	2682
Cre01.g053850	5422
Cre01.g053900	4307
Cre01.g053950	5111
Cre01.g054000	5010
Cre01.g054050	638
Cre01.g054100	2559
Cre01.g054150	6380
Cre01.g054200	362
Cre01.g054250	1869
Cre01.g054300	5345
Cre01.g054350	1022
Cre01.g054400	3610
Cre01.g054500	7020
Cre01.g054550	3466
Cre01.g054600	4343
Cre01.g054650	5117
Cre01.g054700	1865
Cre01.g054750	6920
Cre01.g054800	5185
Cre01.g054850	811
Cre01.g054900	4668
Cre01.g054950	2270
Cre01.g055000	716
Cre01.g055050	1458
Cre01.g055100	2133
Cre01.g055151	2324
Cre01.g055200	548
Cre01.g055250	6586
Cre01.g055316	591
Cre01.g055350	7575
Cre01.g055400	2080
Cre01.g055404	1268
Cre01.g055408	5793
Cre01.g055412	1763
Cre01.g055416	2097
Cre01.g055420	5662
Cre01.g055424	2340
Cre01.g055428	2736
Cre01.g055432	4827
Cre01.g055436	893
Cre01.g055440	1555
Cre01.g055444	3216
Cre01.g055453	2687
Cre01.g055457	8372
Cre01.g055461	744
Cre01.g055465	890
Cre01.g055469	3988
Cre01.g055473	5798
Cre01.g055500	5184
Cre01.g055550	2473
Cre01.g055600	7817
Cre01.g055966	6169
Cre01.g056331	1500
Cre01.g056696	3739
Cre01.g057061	3181
Cre01.g057791	3909
Cre01.g058521	3358
Cre01.g058886	3670
Cre01.g059252	2258
Cre01.g059617	1098
Cre01.g059982	3637
Cre01.g060347	2760
Cre01.g060712	1359
Cre01.g061077	3430
Cre01.g061442	300
Cre01.g061807	765
Cre01.g062172	877
Cre01.g062537	1138
Cre01.g062902	1285
Cre01.g063267	2601
Cre01.g063632	6262
Cre01.g063997	8084
Cre01.g064362	11410
Cre01.g064727	8592
Cre01.g065457	2985
Cre01.g065822	5576
Cre01.g066187	4593
Cre01.g066552	1904
Cre01.g066917	1871
Cre01.g067647	793
Cre01.g068012	3303
Cre01.g068377	4645
Cre01.g068742	22264
Cre01.g069107	196
Cre01.g069472	3033
Cre01.g069837	14041
Cre01.g070202	673
Cre01.g070567	5581
Cre01.g070932	7879
Cre01.g071662	3275
Cre01.g800000	2179
Cre01.g800001	832
Cre01.g800002	1221
Cre01.g800003	1840
Cre01.g800004	4795
Cre01.g800005	12354
Cre01.g800006	8793
Cre01.g800007	1573
Cre01.g800008	947
Cre01.g800009	5271
Cre01.g800010	227
Cre01.g800011	1337
Cre01.g800012	2608
Cre01.g800013	2287
Cre01.g800014	3120
Cre01.g800015	1866
Cre01.g800016	1915
Cre01.g800017	3730
Cre01.g800018	1606
Cre01.g800019	419
Cre01.g800020	2176
Cre01.g800021	847
Cre01.g800022	662
Cre01.g800023	1546
Cre01.g800024	1219
Cre01.g800025	1505
Cre01.g800026	250
Cre01.g800027	2948
Cre01.g800028	1471
Cre01.g800029	1670
Cre01.g800030	838
Cre01.g800031	560
Cre01.g800032	629
Cre01.g800033	1605
Cre01.g800034	4559
Cre01.g800035	2483
Cre01.g800036	888
Cre01.g800037	760
Cre01.g800038	644
Cre01.g800039	2216
Cre01.g800040	995
Cre01.g800041	824
Cre01.g800042	179
